time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1771682507652871000,1.097870849609375,0,0.1720465123653412,2.5,3.816999912261963,0,0,263.4698486328125,76.7119848,30.6901712
1771682508652084500,2.09708447265625,0,0.1720465123653412,2.5,3.816999912261963,0,0,263.4698486328125,76.7119848,30.6901712
1771682509652329200,3.0973291015625,0,0.1720465123653412,2.5,3.816999912261963,0,0,263.4698486328125,76.7119848,30.6901712
1771682510652429800,4.097429931640625,0,0.1720465123653412,2.5,3.816999912261963,0,0,263.4698486328125,76.7119848,30.6901712
1771682511652417000,5.0974169921875,0,0.1720465123653412,2.5,3.815000057220459,0,0,263.4698486328125,76.7119848,30.6901712
1771682512652642600,6.097642578125,0,0.1720465123653412,2.5,3.815000057220459,0,0,263.4698486328125,76.7119848,30.6901712
1771682513652410000,7.09741015625,0,0.1720465123653412,2.5,3.815000057220459,0,0,263.4698486328125,76.7119848,30.6901712
1771682514652693200,8.097693359375,0,0.1720465123653412,2.5,3.815000057220459,0,0,263.4698486328125,76.7119848,30.6901712
1771682515652883000,9.097883056640624,0,0.1720465123653412,2.5,3.815000057220459,0,0,263.4698486328125,76.7119848,30.6901712
1771682516652571600,10.097571533203125,0,0.1720465123653412,2.5,3.815000057220459,0,0,263.4698486328125,76.7119848,30.6901712
1771682517652309200,11.097309326171874,0,0.1720465123653412,2.5,3.815000057220459,0,0,263.4698486328125,76.7119848,30.6901712
1771682518652421000,12.097421142578124,0,0.1720465123653412,2.5,3.815000057220459,0,0,263.4698486328125,76.7119848,30.6901712
1771682519652688100,13.097688232421875,0,0.1720465123653412,2.5,3.815000057220459,0,0,263.4698486328125,76.7119848,30.6901712
1771682520652770600,14.0977705078125,0,0.1720465123653412,2.5,3.815000057220459,0,0,263.4698486328125,76.7119848,30.6901712
1771682521652793600,15.097793701171875,0,0.19416487216949463,2.5,3.816999912261963,0,0,263.4698486328125,76.7119848,30.6901712
1771682522652850000,16.097849853515626,0,0.1720465123653412,2.5,3.816999912261963,0,0,263.4698486328125,76.7119848,30.6901712
