route,latitude,longitude,speed,event_type,severity,confidence,pawar_prob,gyro_peak,dip_magnitude,bump_magnitude,accel_x_peak,total_z_dev,cluster
E,30.69420539556407,76.71250241103712,5.387513870573958,Speed Bump,4.236253,0.65,0.9509809017181396,0.05679452767599152,2.8732071495056157,2.42210906982422,1.4046955108642578,2.8732071495056157,80
E,30.694289993761934,76.71243816118067,5.996504870816859,Speed Bump,6.7688165,0.65,0.9998072981834412,0.34057702630928227,4.261044082641602,4.199976387023925,1.8114036321640012,4.261044082641602,80
E,30.694379632771557,76.71236497206539,5.968576056354954,Speed Bump,2.7278183,0.65,0.722322940826416,0.07813153641290083,1.3992286300659185,2.010544242858888,1.3762999773025513,2.010544242858888,80
E,30.69445980979931,76.71229192068671,5.635914188522747,Speed Bump,4.458307,0.65,0.7445597052574158,0.10261038181382243,2.858850059509278,2.7140335464477534,1.494491457939148,2.858850059509278,80
E,30.694548666573684,76.71222065307934,6.318553418699596,Speed Bump,4.4104505,0.65,0.993458092212677,0.07069922097179189,2.7439947700500493,2.7690681838989253,2.106008768081665,2.7690681838989253,80
E,30.69483095710941,76.71197793868104,5.016590399626476,Speed Bump,1.9793427,0.65,0.626325786113739,0.043970064595751285,1.2030168151855474,1.271161499023437,1.1218832731246948,1.271161499023437,81
E,30.69490308749378,76.71192107358675,4.457806924805658,Speed Bump,2.2837098,0.65,0.7426261305809021,0.03884962790638803,1.382478294372559,1.4721588516235347,1.1433871984481812,1.4721588516235347,81
E,30.69496219438907,76.71187364982254,3.8655712161371723,Speed Bump,2.7450461,0.65,0.5025689005851746,0.059184202984095706,1.490155754089356,1.94115203857422,1.2109490633010864,1.94115203857422,81
E,30.69502276152552,76.71183273968141,4.2333592739183405,Speed Bump,3.4935207,0.65,0.6365587115287781,0.192896646734662,2.0285406684875493,2.3383602523803724,1.822718858718872,2.3383602523803724,81
E,30.69509764678351,76.71177036494802,5.782391143582925,Speed Bump,6.661618,0.65,0.9999998807907104,0.09939680174294335,3.6508746719360357,4.676147880554199,1.6647987365722656,4.676147880554199,81
E,30.695186793242637,76.7116893758037,6.092488221240281,Speed Bump,4.0907693,0.65,0.5510165095329285,0.08369533997345346,2.4305348968505864,2.682926597595216,1.8433074951171875,2.682926597595216,81
E,30.695271233556102,76.71161480986551,5.934821853841324,Speed Bump,5.425008,0.65,0.6004076600074768,0.06765848759919825,3.5647330856323247,3.2165264511108393,1.8735383749008176,3.5647330856323247,81
E,30.695363736712913,76.71153888533117,6.662273461650876,Speed Bump,5.2603817,0.65,0.9999992847442627,0.12933910558154463,3.167524394989014,3.407952728271484,1.764060139656067,3.407952728271484,81
E,30.69546836514297,76.71145273049342,7.1872616582295965,Speed Bump,5.4058647,0.65,0.9723861217498779,0.08123271232357326,3.275201377868653,3.482129516601562,2.115450143814087,3.482129516601562,81
E,30.69557111441231,76.71137117464296,6.8374748073695235,Speed Bump,4.276452,0.65,0.9782673120498657,0.06291402382302334,2.497533855438233,2.848031463623048,1.602872371673584,2.848031463623048,81
E,30.695677951485894,76.71128803931609,7.249351035039205,Speed Bump,4.0027137,0.65,0.982699990272522,0.04861287419597066,2.435320434570314,2.568071784973144,2.100963592529297,2.568071784973144,81
E,30.69593934225004,76.71106259677573,6.411225851150654,Speed Bump,6.542934,0.65,0.9999958276748657,0.0675674266466488,4.325650272369385,3.85301727294922,2.0406148433685303,4.325650272369385,82
E,30.696049699202838,76.71097862552797,7.275980797842207,Speed Bump,4.2802815,0.65,0.8878187537193298,0.17368741275121194,2.787065563201905,2.5632862472534175,1.6934397220611572,2.787065563201905,82
E,30.696157671800265,76.7108901446615,7.456025865108315,Speed Bump,6.148597,0.65,0.9999666213989258,0.10023742117307446,3.574304161071778,4.111442031860351,1.4054723978042605,4.111442031860351,82
E,30.69627472162827,76.71079080199263,8.60549749352677,Pothole,10.0,0.95,1.0,1.5706494803390239,14.246293125152588,17.49449867248535,2.4640393257141118,17.49449867248535,142
E,30.696413231918278,76.71067728634671,9.28535748373102,Pothole,10.0,1.0,1.0,1.0604976343182964,11.50411838054657,13.79041046142578,5.242832660675049,13.79041046142578,142
E,30.696544584536337,76.71056699919724,9.39262742913993,Pothole,10.0,0.95,1.0,0.839358210086501,14.507110652923584,38.39819854736328,3.6096303462982178,38.39819854736328,142
E,30.696797085011536,76.71034473945193,8.579897757300172,Speed Bump,4.492764,0.65,0.9360689520835876,0.06086567146446231,2.796636638641358,2.819318237304687,1.6320617198944092,2.819318237304687,83
E,30.69691872682405,76.71023605659362,8.718873366259402,Speed Bump,5.1723256,0.65,0.686978816986084,0.056790422862001956,3.20341688156128,3.26199001312256,1.593740701675415,3.26199001312256,83
E,30.697047771359202,76.71012483636528,8.657951205546633,Speed Bump,6.675018,0.65,0.9999827146530151,0.09067154084134485,3.591054019927979,4.752718391418455,1.5771470069885254,4.752718391418455,83
E,30.697176545689146,76.71001656639139,9.002015780823182,Speed Bump,6.2232533,0.65,0.9651246666908264,0.25003203599690194,4.440506038665772,3.338560523986816,1.9011924266815183,4.440506038665772,83
E,30.697310949142704,76.70990594725595,9.116437872914235,Speed Bump,5.4460645,0.65,0.9990000128746033,0.11605881634655588,3.4690199470520025,3.338560523986816,2.0858635902404785,3.4690199470520025,83
E,30.697449411641095,76.70978580138308,9.60532501372164,Speed Bump,8.139425,0.65,0.9999998807907104,0.2991891683768139,6.05566125869751,4.118620338439939,1.764160394668579,6.05566125869751,83
E,30.697597042088635,76.70966288422466,10.823660472709866,Speed Bump,7.697232,0.65,0.9999997615814209,0.2150658759936416,5.555561122894288,4.065978469848632,2.1832282543182373,5.555561122894288,84
E,30.697764007228937,76.7095218431961,11.808882485352312,Speed Bump,5.312066,0.65,0.9984691739082336,0.06965776422850091,3.9786911582946782,2.661391677856443,2.0906169414520264,3.9786911582946782,85
E,30.6983981906585,76.70900212228037,8.677053639832486,Speed Bump,5.5168924,0.65,0.9453151822090149,0.07772573954699664,3.354164657592774,3.541950645446775,1.610474944114685,3.541950645446775,86
E,30.69853207044698,76.70890179916066,8.892999401685959,Speed Bump,8.614161,0.65,1.0,0.6788522223956451,3.6652312850952153,7.102469863891601,4.191577434539795,7.102469863891601,86
E,30.698651065838437,76.70879383068382,7.649796804011335,Pothole,10.0,0.95,1.0,3.4544795623360343,4.722858963012696,11.201375427246093,24.32741928100586,11.201375427246093,143
E,30.69882084058673,76.70864223830436,4.466910426420732,Speed Bump,3.3212376,0.65,0.9050629734992981,0.30532278698286147,2.1481819725036626,2.00336498260498,1.874030590057373,2.1481819725036626,87
E,30.69888988918282,76.70862479236,4.02404465565399,Speed Bump,3.8744583,0.65,0.9999996423721313,0.5439205329032968,1.8730073547363286,2.970065536499023,3.1562795639038086,2.970065536499023,87
E,30.69895911514201,76.70865790952708,4.4336651906614835,Speed Bump,2.582334,0.65,0.7983065247535706,0.4326621428453551,1.58586841583252,1.6420492553710933,1.2460925579071045,1.6420492553710933,87
E,30.699023394525764,76.70873412173539,5.4583733078851555,Speed Bump,3.1144981,0.65,0.9999836683273315,0.284082334635579,2.1242538070678716,1.7688688659667964,3.262598752975464,2.1242538070678716,87
E,30.699080917564256,76.70882914739944,5.402239362415158,Pothole,10.0,1.0,1.0,2.4021496013385093,10.767129061222077,20.91145080566406,9.181478500366213,20.91145080566406,144
E,30.699232158366726,76.70890723104647,2.9714885930641985,Speed Bump,4.592305,0.65,0.9997078776359558,0.4070169167379285,2.435320434570314,3.3050608062744136,1.8910032510757449,3.3050608062744136,88
E,30.699285773159282,76.70885910515435,4.3845317938947606,Speed Bump,6.6922464,0.65,0.9999873638153076,0.1009223532548864,4.160545883178711,4.204761924743652,1.526767015457153,4.204761924743652,88
E,30.699364348606995,76.70879129520534,6.324514416966529,Speed Bump,10.0,0.65,1.0,0.48487823641332173,10.257457820177079,13.670768203735351,2.734148979187012,13.670768203735351,88
E,30.699466562448194,76.70870551221172,7.275044438663446,Pothole,10.0,0.95,0.9896065592765808,7.273996666935856,29.158363876342776,25.816735687255857,12.600796699523926,29.158363876342776,145
E,30.69979953818519,76.70844525457899,8.187527702909493,Speed Bump,7.9977703,0.65,0.9999998807907104,0.0845050542235825,4.8664284324646,5.130784454345703,1.5166189670562744,5.130784454345703,89
E,30.699928823054098,76.70832666952404,9.301670195024794,Speed Bump,7.5900335,0.65,0.9999998807907104,0.07071109602428277,4.739608821868896,4.74793285369873,2.066787004470825,4.74793285369873,89
E,30.70006432854449,76.70821424630262,9.877500486713263,Speed Bump,7.668518,0.65,0.9791536331176758,0.2688322439452626,4.852071342468262,4.73357624053955,1.2176401615142822,4.852071342468262,89
E,30.70021598564918,76.7080883690034,10.46791281745628,Pothole,10.0,0.95,1.0,6.182036542230701,22.271820602416994,39.29311508178711,8.489361763000488,39.29311508178711,146
E,30.700503774361387,76.70785170329339,8.812577112262055,Pothole,10.0,0.95,1.0,2.160534399227611,15.157958564758301,34.856820526123045,4.680490970611572,34.856820526123045,147
E,30.700628527536505,76.7077463137701,8.827570606377726,Speed Bump,6.877929,0.65,0.9999905824661255,0.07067546749947015,4.488362369537353,4.109049263000488,1.7239172458648682,4.488362369537353,90
E,30.700762269159036,76.70763527702545,9.519843737291692,Speed Bump,10.0,0.65,0.9999971389770508,0.2083895094577294,7.945991215705872,6.040057601928712,1.908732533454895,7.945991215705872,90
E,30.70090470957272,76.70751677372589,9.639321692177441,Speed Bump,3.9127433,0.65,0.8708906173706055,0.19142768274107527,2.3372150039672857,2.553714218139648,1.4298322200775146,2.553714218139648,90
E,30.701168907747313,76.70730484203135,8.126567042025133,Speed Bump,3.9797425,0.65,0.61125248670578,0.0748628305822744,2.253466186523439,2.7212118530273433,1.3180365562438965,2.7212118530273433,91
E,30.70136466294193,76.70712461184861,6.4186087118147395,Speed Bump,10.0,0.65,1.0,0.32132841383789756,8.367127952575684,8.825303497314453,2.780657291412353,8.825303497314453,92
E,30.70146821429294,76.70703706427943,7.691833663411967,Speed Bump,10.0,0.65,0.9999773502349854,0.25400553698819367,13.26045018196106,8.720017852783203,2.3345954418182373,13.26045018196106,92
E,30.702025692082668,76.70658742646403,5.094220240453222,Speed Bump,7.2224956,0.65,1.0,0.4701411027299896,4.438113269805909,4.590006294250488,5.754611968994141,4.590006294250488,93
E,30.70210330419685,76.70652184656646,6.061722523282538,Speed Bump,8.432307,0.65,1.0,0.40164654588339466,5.409599361419678,5.130784454345703,2.4130990505218506,5.409599361419678,93
E,30.70220841634552,76.70641916988926,8.40566851116373,Speed Bump,5.2393246,0.65,0.977456271648407,0.152397117318592,4.064832744598389,2.4843229675292964,1.6663086414337158,4.064832744598389,93
E,30.702324883755427,76.70631047989838,8.743911275627479,Pothole,9.590868,1.0,0.998594343662262,0.8265710815111914,5.366528568267823,7.3321813964843745,2.3992483615875244,7.3321813964843745,148
E,30.702461772967478,76.70619586707527,9.263488640779132,Speed Bump,7.4809213,0.65,0.9996088147163391,0.24349689706024716,4.284972724914551,5.066178741455078,2.31927227973938,5.066178741455078,94
E,30.70259934387692,76.70608331832044,9.38924313061142,Speed Bump,6.2940803,0.65,0.9982243180274963,0.1796523674159964,3.574304161071778,4.293296279907228,1.2275471687316897,4.293296279907228,94
E,30.702742868852727,76.70596559592707,9.886911892569076,Speed Bump,6.075855,0.65,0.9998171925544739,0.15028197174566618,3.985869464874268,3.608949127197265,2.038577079772949,3.985869464874268,94
E,30.702891171236637,76.70584230609342,9.471014476374377,Pothole,10.0,1.0,1.0,1.939726211649397,12.439712104797364,31.93518203735352,4.560934066772461,31.93518203735352,149
E,30.7032206384983,76.70555110301451,6.20415688387344,Pothole,10.0,1.0,1.0,2.2678237051100756,8.43412703037262,12.744746627807617,4.652632236480713,12.744746627807617,150
E,30.70330653939995,76.70547629410434,6.479928336412293,Pothole,10.0,1.0,1.0,0.8858282919505007,7.685173568725586,12.378644409179687,2.822372913360596,12.378644409179687,150
E,30.70341600225012,76.70538519126671,7.8742526743858505,Pothole,10.0,0.95,1.0,4.248986154462991,17.380890903472903,44.035687866210935,19.77985954284668,44.035687866210935,150
E,30.70354196977546,76.70528077288614,8.907493366944934,Speed Bump,7.7680593,0.65,1.0,0.26753796624130494,5.718273220062256,3.991800727844238,2.027870178222656,5.718273220062256,95
E,30.703677430105802,76.70516369787087,9.616556786449332,Speed Bump,5.970571,0.65,0.9999998807907104,0.22144302432362203,3.6125894165039067,3.850624504089355,3.760080337524414,3.850624504089355,95
E,30.70395179196443,76.70493596816695,8.545267018611646,Speed Bump,4.0448275,0.65,0.7019691467285156,0.06118133647657009,2.102718410491944,2.95331615447998,1.6397699117660522,2.95331615447998,96
E,30.70406565001382,76.70484261427386,7.3449536545992204,Speed Bump,10.0,0.65,1.0,0.5125687973658758,11.437119421958924,25.295102539062498,2.062012195587158,25.295102539062498,96
E,30.70416989206004,76.70475411959958,7.599463028323156,Speed Bump,5.6528044,0.65,0.9999988079071045,0.13767514120731586,3.574304161071778,3.4917015457153315,1.227655053138733,3.574304161071778,96
E,30.704291527988335,76.70465196535294,8.904663888570916,Speed Bump,7.4943204,0.65,1.0,0.23876131771577344,4.61757474899292,4.750325622558593,1.537808537483215,4.750325622558593,96
E,30.70464789751657,76.704350719564,2.4273348746839165,Speed Bump,4.889015,0.65,0.9715676307678223,0.36796825725946974,3.8303361511230474,2.2809328460693354,1.3931423425674438,3.8303361511230474,97
F,30.710532339181192,76.71286453697772,6.470944825615525,Speed Bump,10.0,0.65,1.0,0.23647015054097228,6.220766124725342,6.396586837768554,2.685436487197876,6.396586837768554,98
F,30.710650253057814,76.71277176832119,9.12345532797109,Speed Bump,10.0,0.65,1.0,0.3751428217634278,10.176101861000062,6.30087417602539,2.287137985229492,10.176101861000062,98
F,30.710790667559454,76.71266095035051,9.551675865561203,Speed Bump,8.570133,0.65,0.998802661895752,0.5815924704881898,5.835521516799927,4.877145233154296,1.8595540523529053,5.835521516799927,98
F,30.710931288739992,76.71254829905524,9.553264534541913,Speed Bump,8.805588,0.65,1.0,0.25926730226736083,6.40501338005066,4.601971092224119,2.374597549438477,6.40501338005066,98
F,30.71108042404964,76.71243071900524,10.542264422365166,Speed Bump,5.7657456,0.65,0.9996659755706787,0.09428161561070755,3.4450917816162114,3.762090148925779,2.0509839057922363,3.762090148925779,99
F,30.71123982187684,76.71229979858755,10.834124260995242,Speed Bump,5.3637514,0.65,0.9990591406822205,0.07419739751774666,3.356557426452637,3.348131599426269,2.19772744178772,3.356557426452637,100
F,30.71140012804142,76.71216642184845,10.977297926651895,Speed Bump,5.3962936,0.65,0.999945878982544,0.16866833700791306,2.9737058258056646,3.771661224365234,2.1412692070007324,3.771661224365234,101
F,30.7115618064567,76.71203377911924,11.21876703337079,Speed Bump,9.555977,0.65,1.0,0.2678454301301081,5.438313064575196,6.506658020019531,2.344407796859741,6.506658020019531,102
F,30.711731954327647,76.71189175994766,12.154466751698308,Speed Bump,8.575876,0.65,1.0,0.18265872645538378,5.557954368591309,5.161891403198242,1.9474499225616453,5.557954368591309,103
F,30.711916708833687,76.71173551398132,12.60054879194542,Speed Bump,6.6520467,0.65,0.9999805688858032,0.08304171140437311,4.316079196929932,3.9989790344238276,1.765631914138794,4.316079196929932,104
F,30.712099318807855,76.71158099958346,12.583589989605807,Speed Bump,5.3005805,0.65,0.6559522151947021,0.056463168679399295,3.409199295043946,3.2165264511108393,1.815639972686768,3.409199295043946,105
F,30.712283161979006,76.71142878775102,12.34529444950392,Speed Bump,6.979385,0.65,0.825558602809906,0.07683047506106327,5.383277950286866,3.340953292846679,1.8753176927566528,5.383277950286866,106
F,30.712460099408542,76.71128115554862,12.191811589677284,Speed Bump,7.1765537,0.65,0.9009791612625122,0.3059150076788435,4.490755138397217,4.479937019348144,1.7257912158966064,4.490755138397217,107
F,30.712637626147945,76.71113312821005,11.681083745613902,Speed Bump,5.1225543,0.65,0.8939758539199829,0.13563192934521914,2.703316745758057,3.6998762512207026,1.5745744705200195,3.6998762512207026,108
F,30.71280591449334,76.71099227588446,11.585576730705725,Speed Bump,8.700303,0.65,0.9980452060699463,0.36174723364141437,5.9862695312500005,4.889109077453611,1.8455936908721924,5.9862695312500005,109
F,30.71297586184263,76.7108508882742,11.585141642100107,Speed Bump,10.0,0.65,0.9863451719284058,0.47042570228403474,6.21119481086731,6.946937026977539,1.850243330001831,6.946937026977539,110
F,30.71329454521772,76.71058600746859,9.715610819020082,Pothole,10.0,0.95,1.0,1.3962260131889164,10.099531528949738,36.21355194091797,3.7358245849609375,36.21355194091797,151
F,30.71342653460376,76.71047567547986,8.735978437467308,Speed Bump,5.6049476,0.65,0.7201300859451294,0.2666745840530627,3.488162574768067,3.5180220031738276,2.22320556640625,3.5180220031738276,111
F,30.713548186649426,76.71037235957262,7.853623532854321,Pothole,10.0,0.95,1.0,1.458888555882273,13.308306751251221,25.811952056884763,4.043590068817139,25.811952056884763,152
F,30.713656545876912,76.71027943396562,7.682810711904195,Speed Bump,10.0,0.65,0.9968050718307495,0.7401188364578172,7.685173568725586,6.777045669555664,1.9473204612731931,7.685173568725586,112
F,30.71377859154584,76.7101768237118,8.611455928204558,Speed Bump,6.3668227,0.65,0.9997630715370178,0.4009549640041845,3.818372306823731,4.140156211853027,1.833529710769653,4.140156211853027,112
F,30.713915121542936,76.7100648005986,9.849349788689187,Speed Bump,7.607262,0.65,0.9999998807907104,0.2867022245372159,4.3495789146423345,5.15949863433838,1.4784364700317385,5.15949863433838,112
F,30.71407023392224,76.70993635421524,11.106531366450414,Speed Bump,10.0,0.65,1.0,0.2198051513521594,6.194444952011109,7.640855255126953,1.6194608211517334,7.640855255126953,113
F,30.714241331270724,76.70979168821115,12.334005690411097,Speed Bump,10.0,0.65,0.9999997615814209,0.2867337913917168,5.830735979080201,6.832082214355468,1.8065619468688965,6.832082214355468,114
F,30.714602095601442,76.709487586782,11.96316327883159,Speed Bump,10.0,0.65,1.0,0.6330181733471766,11.13801651954651,9.772860946655276,3.096193552017212,11.13801651954651,115
F,30.714779616881767,76.7093395689416,12.275557869660478,Speed Bump,7.766145,0.65,0.9999434947967529,0.2583635405678833,4.129438934326172,5.578242721557615,1.4844725131988523,5.578242721557615,116
F,30.71495835502348,76.70918899733725,12.54661079874911,Speed Bump,7.867601,0.65,0.9909573793411255,0.1430645802167541,4.284972724914551,5.549528541564939,1.8552385568618772,5.549528541564939,117
F,30.71514156066656,76.7090341932648,12.098793974420207,Speed Bump,5.2852664,0.65,0.9871280193328857,0.120958290409054,2.834921894073487,3.771661224365234,2.2224953174591064,3.771661224365234,118
F,30.715312123645035,76.70889122911625,11.526276373685736,Speed Bump,4.45065,0.65,0.6295590996742249,0.049206687444296834,2.5334263420104985,3.029886665344238,1.60541033744812,3.029886665344238,119
F,30.715628466665617,76.7086248146524,10.268754159255764,Speed Bump,10.0,0.65,0.9921239018440247,0.2944558307342229,4.933427391052247,7.985421600341796,2.389976978302002,7.985421600341796,120
F,30.71637143147909,76.70802026893973,3.807494368674383,Speed Bump,4.7665024,0.65,0.5429956316947937,0.14394668424566556,2.473605690002442,3.4845222854614253,2.278841972351074,3.4845222854614253,121
F,30.716442342570392,76.70800255785723,4.4806627423693275,Speed Bump,4.866044,0.65,0.9306085705757141,0.4950636593450757,3.4450917816162114,2.6374630355834956,3.352047204971313,3.4450917816162114,121
F,30.716523998912557,76.70801990839901,4.732222704001951,Speed Bump,10.0,0.65,0.9999916553497314,0.770850653296,5.354564247131348,7.722211303710937,3.705031156539917,7.722211303710937,121
F,30.716592423033784,76.70806922735389,4.549408047033272,Pothole,10.0,1.0,1.0,2.0580480909850998,16.684579429626467,19.31783050537109,10.182255744934082,19.31783050537109,153
F,30.716648398613685,76.7081442313752,5.019910620544697,Speed Bump,7.9824557,0.65,0.986863374710083,0.32134170046369126,4.959748325347901,5.018321456909179,2.616394519805908,5.018321456909179,121
F,30.716711143421254,76.70824392588595,6.834585494882384,Speed Bump,7.926943,0.65,1.0,0.32919570939971726,4.706109104156495,5.202569427490234,2.158831596374512,5.202569427490234,121
F,30.71679531716676,76.70838242529283,8.664343737427496,Speed Bump,10.0,0.65,1.0,0.32127811700836734,6.450476942062378,9.39479393005371,2.4703590869903564,9.39479393005371,121
F,30.716888286653464,76.7085308559675,9.109269893188147,Speed Bump,8.99127,0.65,0.9999997615814209,0.20725627241403655,5.936020193099976,5.303067626953123,2.354062795639038,5.936020193099976,121
F,30.716989385935747,76.70868978499854,9.34555703459685,Speed Bump,10.0,0.65,1.0,0.7554375941939379,12.154966173171998,18.315236511230466,3.689918041229248,18.315236511230466,121
F,30.717088614101375,76.70885104931246,9.770001096000962,Speed Bump,7.096155,0.65,0.9999719858169556,0.21903928163901382,4.646288928985596,4.223905029296876,1.8854060173034668,4.646288928985596,121
F,30.71719497577922,76.70901825514193,10.33783427300392,Speed Bump,10.0,0.65,1.0,0.3373023889398211,7.259251174926758,6.025700035095216,2.216840982437134,7.259251174926758,121
F,30.71741288326992,76.70936135827922,9.62429574164419,Speed Bump,5.827002,0.65,0.9951114058494568,0.080221429452452,3.653267440795899,3.630485000610351,2.3118796348571777,3.653267440795899,122
F,30.71751536970938,76.70952234271634,9.68393098288429,Speed Bump,5.9074006,0.65,0.999546468257904,0.18135023388017013,3.354164657592774,4.030085983276367,1.9857313632965088,4.030085983276367,122
F,30.717618189532594,76.70968239953021,9.200309088862063,Speed Bump,4.7933025,0.65,0.604820191860199,0.06720313349205856,2.7392092323303228,3.252418937683103,1.9911994934082031,3.252418937683103,122
F,30.717708248255157,76.70982966744079,8.748971764383162,Speed Bump,7.578548,0.65,0.9999175071716309,0.21178840422768344,5.282779750823975,4.190405311584472,2.016517877578736,5.282779750823975,122
F,30.71780847075729,76.70998742874201,9.568674897074258,Speed Bump,9.986685,0.65,0.9999778270721436,0.17131116367772817,6.842899856567383,5.64045566558838,1.9924681186676023,6.842899856567383,122
F,30.71791181391258,76.71015785733755,10.300274733001105,Speed Bump,10.0,0.65,0.9999892711639404,0.6151909200537168,6.156159934997559,7.088113250732421,2.4925849437713623,7.088113250732421,122
F,30.71801870922091,76.71033426565339,9.955654016415256,Speed Bump,10.0,0.65,0.5345340371131897,0.4823509751062415,8.367127952575684,5.71224063873291,3.057284355163574,8.367127952575684,123
F,30.718180969003594,76.71059711189773,6.304424128686417,Speed Bump,9.48132,0.65,0.9999682903289795,0.6682002733424849,6.029340324401856,5.822309913635253,2.7741284370422363,6.029340324401856,124
F,30.71824337781269,76.71069716081891,5.862095662859552,Pothole,10.0,1.0,1.0,1.3149616860853903,7.587067661285401,18.186025085449216,3.2529428005218506,18.186025085449216,154
F,30.718307283837344,76.71080093351874,6.162445370036386,Speed Bump,4.5291343,0.65,0.5940139889717102,0.11505811957569134,2.645888862609864,3.0155290985107417,1.5500630140304563,3.0155290985107417,125
F,30.71836953580678,76.71090131484682,6.243175649172685,Speed Bump,5.0593843,0.65,0.9678075909614563,0.08321732612577766,3.4044137573242192,2.9198164367675776,1.6029518842697144,3.4044137573242192,125
F,30.71844082817765,76.7110245296107,7.426352246987043,Speed Bump,6.25771,0.65,0.9922950267791748,0.1773576076953703,3.598232326507569,4.223905029296876,1.659806489944458,4.223905029296876,125
F,30.718519061984665,76.71115529016195,7.7892824294834,Speed Bump,4.732046,0.65,0.9693255424499512,0.3685727261546202,2.7846727943420415,3.1303848648071266,1.7568812370300293,3.1303848648071266,125
F,30.718606946404048,76.711297246276,8.966857879116098,Speed Bump,9.734002,0.65,1.0,0.5076315580143752,6.8524711704254155,5.315031471252439,1.7138336896896362,6.8524711704254155,125
F,30.71870936587523,76.71145961343726,10.286084774671608,Pothole,10.0,0.95,1.0,1.850221142164532,18.275806961059573,23.983834686279295,3.9885294437408447,23.983834686279295,155
F,30.7188262957454,76.71164614089373,10.925607689050873,Speed Bump,10.0,0.65,0.6462880373001099,0.4113287886365766,7.43871265411377,7.8657812499999995,1.6451611518859863,7.8657812499999995,126
F,30.71893959863477,76.71182453732396,10.492003895128438,Speed Bump,10.0,0.65,0.8473628163337708,0.4785354947918027,8.391056118011475,7.277146759033203,1.77556574344635,8.391056118011475,127
F,30.719048831792044,76.71199527347484,10.159769919193566,Speed Bump,7.21101,0.65,0.7909272909164429,0.08390277462364652,3.576696929931641,5.4370655441284175,1.7842791080474854,5.4370655441284175,128
F,30.71925912107681,76.71232885696517,9.204546607919797,Speed Bump,10.0,0.65,0.9994901418685913,0.3818748429083959,5.175102767944336,9.069369735717773,2.116320848464966,9.069369735717773,129
F,30.71946795521264,76.71267783339005,4.679914013970843,Speed Bump,2.2128823,0.65,0.6654059886932373,0.10772855273537517,1.0642333602905278,1.7018694305419917,1.4099819660186768,1.7018694305419917,130
F,30.71951702523713,76.7127594262156,4.96644866047271,Speed Bump,3.127898,0.65,0.9065303802490234,0.07272245606681746,1.8897572135925298,2.0201153182983393,1.321587324142456,2.0201153182983393,130
F,30.71957727124427,76.71285227438122,5.906371740804249,Speed Bump,4.9521856,0.65,0.9973932504653931,0.06702174189770917,3.2823796844482427,2.907852592468261,1.6108958721160889,3.2823796844482427,130
