t_start,t_end,t_mid,duration,event_type,severity,confidence,dip_magnitude,bump_magnitude,gyro_peak,accel_x_peak,total_z_dev
1988.9520000000048,1989.0130000000063,1988.9825000000055,0.0610000000015134,Road Bump,2.773542,0.5,0.0,1.8490279999999988,0.07511254643533262,0.963709,1.8490279999999988
2850.1330000000016,2850.2160000000003,2850.174500000001,0.08299999999871943,Pothole,10.0,0.95,12.388865000000001,19.444051,0.8664101578450013,2.467,19.444051
2853.498999999996,2853.5310000000027,2853.5149999999994,0.03200000000651926,Pothole,10.0,1.0,8.535224000000001,11.562692,0.813302555356861,1.150349,11.562692
2880.376000000004,2880.4199999999983,2880.398000000001,0.043999999994412065,Speed Bump,3.7170105,0.65,2.1589490000000007,2.4873139999999996,0.1237998517486996,0.818944,2.4873139999999996
2892.319000000003,2892.4600000000064,2892.389500000005,0.14100000000325963,Speed Bump,3.8548377,0.65,2.5376140000000005,2.280932999999999,0.16867367005848896,1.758126,2.5376140000000005
2892.5149999999994,2892.6340000000055,2892.5745000000024,0.1190000000060536,Speed Bump,4.226203,0.65,3.2512730000000003,2.0314809999999994,0.12260477022938382,2.071586,3.2512730000000003
2905.8209999999963,2905.8810000000085,2905.8510000000024,0.06000000001222361,Speed Bump,2.2784464,0.65,1.0391089999999998,1.8089490000000001,0.03649774258772726,0.652642,1.8089490000000001
2927.2630000000063,2927.3209999999963,2927.2920000000013,0.05799999998998828,Speed Bump,10.0,0.65,11.411995000000001,10.84963,0.689657373533409,2.534597,11.411995000000001
2927.3859999999986,2927.4260000000068,2927.4060000000027,0.04000000000814907,Speed Bump,10.0,0.65,12.330839000000001,13.119221999999999,0.6570078389555181,7.728219,13.119221999999999
2938.2869999999966,2938.3280000000086,2938.3075000000026,0.04100000001199078,Speed Bump,7.5326056,0.65,3.6574550000000006,5.758301999999999,0.30058289690865647,2.89053,5.758301999999999
2976.5280000000057,2976.5709999999963,2976.549500000001,0.04299999999057036,Speed Bump,10.0,0.65,10.13662,8.161294,0.2799335854108971,2.340779,10.13662
