X_min,X_max,X_mean,X_std,Y_min,Y_max,Y_mean,Y_std,Z_min,Z_max,Z_mean,Z_std,mag_min,mag_max,mag_mean,mag_std,is_pothole,n_samples,trip,window_start
-254.0,130.0,-18.285714285714285,76.81557558894697,-59.0,511.0,126.28571428571429,121.16071296978629,-512.0,-16.0,-225.85714285714286,135.55618610685656,29.189039038652847,714.3542538544864,283.38928594971304,161.06036501989044,0,28,6,16.0
-392.0,37.0,-110.2,147.72325477053369,-74.0,511.0,152.4,205.01960881827864,-393.0,-58.0,-196.8,124.57190694534621,76.19055059520177,754.4759770860833,305.9587203545799,244.66847250716214,1,5,6,18.0
-512.0,94.0,-37.22222222222222,136.4353960083329,-70.0,511.0,115.72222222222223,172.18814178926348,-512.0,54.0,-156.27777777777777,157.9306477735491,63.623894882347464,886.2330393299496,255.44337406708752,217.14975472828735,1,18,6,20.0
-389.0,104.0,-47.42857142857143,142.5345643723526,-34.0,511.0,165.5,190.5134978345179,-512.0,114.0,-188.78571428571428,191.36770087654685,69.14477565225012,821.3318452367472,304.7203451469624,256.2388893130261,1,14,6,22.0
-476.0,111.0,-52.46153846153846,146.4401244849635,-209.0,481.0,121.76923076923077,178.76850258027252,-512.0,-106.0,-268.53846153846155,149.71594405849177,114.8781963646714,729.658139130922,352.74678565527483,202.68280784143232,1,13,6,24.0
-350.0,248.0,-26.266666666666666,120.68718057671062,-156.0,511.0,100.0,182.0117212342839,-512.0,18.0,-186.46666666666667,178.38455339207172,28.583211855912904,764.7019027045768,277.11172947825247,219.5075307415181,1,15,6,26.0
-211.0,121.0,-18.357142857142858,86.36186918414626,-92.0,511.0,124.35714285714286,145.63045557793444,-512.0,-11.0,-183.57142857142858,129.46688174737105,55.98214000911362,733.4207523652436,256.3202540416875,170.96302506516827,1,14,6,28.0
-188.0,188.0,-9.68421052631579,79.46866488158047,-28.0,511.0,132.94736842105263,153.596009297189,-512.0,0.0,-241.6315789473684,143.10327905556284,46.861498055439924,725.2372025758193,305.15827886112675,182.80750186261957,0,19,6,30.0
-255.0,233.0,-56.63636363636363,138.78844117922313,-392.0,321.0,61.72727272727273,204.08112954905098,-512.0,-164.0,-282.90909090909093,114.54372293063429,196.03316046016297,659.6430853120496,375.53052641587544,141.64714836136454,1,11,6,32.0
-211.0,25.0,-60.61538461538461,60.97860717123981,-8.0,511.0,143.76923076923077,124.37050964211352,-512.0,-70.0,-258.84615384615387,114.86838364898401,74.43117626371358,753.5157596228496,310.5461452188473,165.18898081295345,1,13,6,34.0
-98.0,3.0,-43.8235294117647,29.276039779832097,86.0,163.0,128.11764705882354,26.013305086483943,-283.0,-215.0,-245.88235294117646,19.762955104529986,257.93410011086166,314.2117120668802,283.6653851883467,15.845090501658081,0,17,6,36.0
-139.0,149.0,0.0,59.239114842076496,-94.0,471.0,138.9090909090909,117.04638128494544,-409.0,18.0,-198.25,84.02546286150948,20.73644135332772,579.7982407700113,260.83379360881264,121.79464954212823,0,44,7,0.0
-209.0,119.0,-32.25581395348837,69.69471403106812,-33.0,511.0,135.65116279069767,109.83579365769322,-512.0,-64.0,-221.7674418604651,99.25087714668398,84.73488065725944,654.9511432160417,279.30307029044883,131.84938392957196,0,43,7,2.0
-170.0,141.0,-6.4,59.71561174194137,13.0,511.0,156.74285714285713,111.33330726302191,-426.0,36.0,-221.02857142857144,100.61368430480893,32.14031735997639,656.9178030773713,286.95393273600365,131.1660253328841,0,35,7,4.0
-147.0,104.0,-13.833333333333334,66.26466294757377,4.0,511.0,163.5,133.25558149661123,-512.0,-35.0,-239.8,122.33762027002706,41.012193308819754,666.3219942340189,307.92562744646636,163.47479304681798,0,30,7,6.0
-231.0,87.0,-77.33333333333333,89.93021986209334,-221.0,341.0,131.66666666666666,123.92426002289552,-512.0,-51.0,-258.5,137.44665631921836,98.57484466130292,627.5356563574694,332.2927517295929,148.5145875108929,1,18,7,8.0
-115.0,330.0,36.05555555555556,88.06908413425742,-223.0,458.0,105.11111111111111,178.60940901210753,-512.0,142.0,-144.72222222222223,193.19644738956933,28.53068523537421,674.9377749096578,249.9591777102927,218.62212079434346,0,18,7,10.0
-109.0,413.0,16.857142857142858,112.73833408734191,0.0,511.0,156.71428571428572,135.8294248425621,-512.0,-118.0,-241.57142857142858,100.1667996648692,147.52965803525743,832.9669861405073,310.59639963548005,167.10210839099318,1,21,7,12.0
-147.0,82.0,-39.27272727272727,56.658612294226174,-79.0,481.0,158.45454545454547,129.19179796394593,-512.0,3.0,-254.1818181818182,146.01202826032593,9.433981132056603,702.9438099876832,318.3387566481426,176.46318085519383,0,22,7,14.0
-190.0,114.0,-9.8,88.43223394215482,-25.0,340.0,181.35,95.76391543791429,-429.0,-6.0,-231.45,138.76183733289207,44.23799272118933,552.6345989892417,313.7610691593964,156.05380956565105,0,20,7,16.0
-369.0,132.0,-16.53846153846154,114.72483158518263,-23.0,421.0,114.76923076923077,138.08088702259536,-422.0,-6.0,-169.23076923076923,108.67393279273118,48.14561246884289,701.0606250532118,234.51536785751472,176.42345237055886,1,13,7,18.0
-139.0,67.0,-27.166666666666668,61.04847800450611,-39.0,472.0,104.77777777777777,122.90129533516614,-418.0,-29.0,-233.11111111111111,111.30183630754749,98.72183142547549,632.8767652552905,277.24191333996123,142.8771007966003,0,18,7,20.0
-119.0,199.0,-11.176470588235293,67.74019164435424,13.0,244.0,98.70588235294117,67.0835867590333,-491.0,-4.0,-175.35294117647058,116.39331958618008,37.44329045369811,543.4878103508854,219.41514592903025,122.9217574021162,0,17,7,22.0
-181.0,356.0,1.1176470588235294,126.7725533260911,-6.0,365.0,153.11764705882354,107.27254040002704,-390.0,-59.0,-248.05882352941177,87.14117726474956,117.36268572250722,532.2612140669279,324.791785348154,121.08675424137688,0,17,7,24.0
-512.0,130.0,-28.9,168.14009040083215,-25.0,511.0,111.3,138.02322268372086,-512.0,45.0,-170.7,156.81329663010084,60.70420084310476,886.2330393299496,248.9152751414877,228.72360132097754,1,10,7,26.0
-139.0,136.0,-14.0,78.70196947980399,13.0,433.0,159.625,113.30262298375973,-450.0,-29.0,-230.3125,115.28861541258095,101.14346246792226,625.7075994424233,305.3221467560073,133.49653254037392,0,16,7,28.0
-187.0,192.0,-1.7333333333333334,104.88817325556246,-246.0,511.0,134.73333333333332,171.402631899928,-512.0,-138.0,-263.8,106.08625421482905,154.7320264198721,661.4332921769209,345.151160753303,142.30908695739578,0,15,7,30.0
-155.0,94.0,-15.066666666666666,64.34020688669118,-29.0,404.0,110.0,111.13775236165252,-424.0,-104.0,-227.73333333333332,95.38096712074632,117.91946404220128,556.2382583030405,274.6826121015918,119.69849320569199,0,15,7,32.0
-121.0,146.0,-7.461538461538462,79.86297436582369,71.0,368.0,166.6153846153846,102.91336047041516,-458.0,-6.0,-233.46153846153845,115.89293161204067,99.58413528268446,558.2839779180484,309.74154225006464,129.5424792399325,0,13,7,34.0
-144.0,180.0,-24.857142857142858,83.97521500236768,-66.0,511.0,108.71428571428571,137.84537329477368,-497.0,-64.0,-239.07142857142858,109.3483713940478,92.37423883312923,716.7670472336183,293.89139271280607,145.70490972475383,0,14,7,36.0
-240.0,52.0,-51.333333333333336,85.46214236594925,-150.0,334.0,27.444444444444443,129.19331863624726,-323.0,8.0,-204.88888888888889,130.2505657436589,22.825424421026653,466.9143390387577,257.51935898947727,141.461819627472,0,9,7,38.0
-324.0,35.0,-115.0,136.77865330525813,14.0,382.0,179.4,133.77832410372017,-420.0,-95.0,-242.6,137.63516992396964,153.64244205296922,639.7687082063329,346.94467903134336,198.60007475285138,1,5,7,40.0
-127.0,155.0,-8.692307692307692,76.56509007211758,-199.0,505.0,114.0,172.40024986596205,-512.0,-49.0,-243.07692307692307,147.40340333116282,117.48191350161096,715.0202794326885,310.6854524148154,181.5056993280671,0,13,7,42.0
-187.0,217.0,-26.46153846153846,101.66507257779597,-102.0,380.0,76.07692307692308,131.98511660758254,-422.0,-29.0,-247.92307692307693,98.93079285615742,138.15209010362457,565.6049858337531,296.3525529131461,132.9364038131919,0,13,7,44.0
-92.0,44.0,-36.0,41.69892084934573,-20.0,334.0,96.6,96.64388237234677,-448.0,-71.0,-248.9,98.40370927968112,128.55349081219072,504.19639030837976,282.7747129562546,115.66919085265468,0,10,7,46.0
-208.0,-8.0,-45.8,56.063892123183884,71.0,337.0,139.6,71.59636862299652,-350.0,-210.0,-243.3,36.75608793111694,245.20399670478457,528.5196306666385,289.66306268410057,80.59907019604387,1,10,7,48.0
-106.0,244.0,32.03333333333333,69.95307157103413,-3.0,511.0,142.83333333333334,95.96703716496734,-432.0,12.0,-195.0,104.77086108901335,77.09734106958553,677.1713224878915,262.75695838397695,124.46410789514505,0,30,8,0.0
-291.0,182.0,-55.90909090909091,131.67829568201057,31.0,511.0,165.54545454545453,136.43470875135154,-512.0,-88.0,-257.0,112.39297939899012,130.92364186807515,779.7089200464492,342.2652532841334,167.39296725148608,1,11,8,2.0
-169.0,171.0,-7.65,73.89572044442086,-69.0,511.0,113.8,113.72471147468346,-502.0,48.0,-225.625,127.74597596402009,37.656340767525464,678.7208557278906,280.09929055826194,142.0313783245038,0,40,8,4.0
-320.0,111.0,-22.428571428571427,119.35643754600531,-53.0,443.0,127.57142857142857,113.21958076846848,-512.0,16.0,-187.07142857142858,146.66748801563463,58.677082408722406,748.8611353248344,264.0612540749513,174.98819497919936,1,14,8,6.0
-267.0,221.0,5.333333333333333,113.10523264108365,-73.0,511.0,102.38095238095238,151.18467930394212,-512.0,40.0,-178.61904761904762,150.87789960616885,44.56455991031439,726.0227269170023,262.39070671540065,178.82932240883247,1,21,8,8.0
-273.0,106.0,-33.095238095238095,90.45909612947919,-91.0,371.0,110.66666666666667,129.79409823450348,-442.0,-3.0,-180.33333333333334,120.4461283780838,58.770741019660456,612.6875223145971,251.35464128373073,149.06370169249766,1,21,8,10.0
-304.0,108.0,-35.142857142857146,91.06619032554379,-479.0,511.0,38.892857142857146,224.969258103939,-512.0,92.0,-190.39285714285714,174.2783773338576,53.075418038862395,734.0912749787999,296.1670894177405,201.39349756163884,0,28,8,12.0
-211.0,50.0,-56.05555555555556,65.4390914618932,-39.0,511.0,194.38888888888889,153.85604342620223,-512.0,-68.0,-246.83333333333334,127.80073465273108,110.9414259868693,753.5157596228496,336.9365105188901,180.60103079384217,1,18,8,14.0
-186.0,150.0,1.391304347826087,85.34978624075255,-140.0,455.0,86.43478260869566,134.40264816456704,-512.0,-21.0,-190.52173913043478,124.95420711299118,53.39475629684998,572.0402083769986,257.9098927572808,134.967178943034,0,23,8,16.0
-228.0,155.0,-12.047619047619047,76.15177588554019,-24.0,429.0,91.57142857142857,101.73849364146972,-473.0,5.0,-195.57142857142858,129.77143695875506,43.393547907494266,638.6321319820981,245.24745061002508,140.08134496562533,0,21,8,18.0
-193.0,123.0,-38.733333333333334,91.5113593434656,-35.0,405.0,128.26666666666668,131.59456253542123,-512.0,25.0,-264.2,180.97742032272055,20.904544960366874,641.9579425476408,324.8955477094391,201.59716370008013,0,15,8,20.0
-512.0,77.0,-75.0909090909091,166.43724154137146,-189.0,511.0,94.18181818181819,185.83463723615742,-512.0,52.0,-161.63636363636363,183.11013711438696,24.020824298928627,886.2330393299496,266.6047173677765,255.58225351853295,1,11,8,22.0
-487.0,137.0,-55.26315789473684,149.58639190333886,-91.0,511.0,76.63157894736842,129.9927975844151,-512.0,42.0,-215.0,174.17444371119794,65.31462317123173,732.9317840017583,296.5378154190783,191.9054257897189,0,19,8,24.0
-222.0,155.0,14.166666666666666,103.83065807147499,-50.0,511.0,118.22222222222223,143.16406887653042,-512.0,95.0,-166.44444444444446,204.1565908322504,55.37147279962851,736.9843960356284,271.8150502772722,202.3714148635501,0,18,8,26.0
-153.0,511.0,37.81818181818182,179.94585962642824,-254.0,511.0,161.45454545454547,220.5544103705122,-512.0,-84.0,-349.6363636363636,155.04502145404717,172.9335132355785,885.6556893059515,460.83372562049186,206.00817517717132,1,11,8,28.0
-272.0,45.0,-66.07692307692308,82.21310164955605,-36.0,511.0,169.23076923076923,155.96012993767835,-512.0,-121.0,-281.6923076923077,111.59982396966033,199.28120834639677,772.8188662293384,365.3765736208813,149.64225874702245,0,13,8,32.0
-512.0,44.0,-81.2,150.80172412807488,-26.0,398.0,131.0,118.37144926036852,-512.0,-52.0,-283.9,135.47136228738532,58.27520913733386,826.2517776077701,343.5228048611599,203.5956348754104,1,10,8,34.0
-96.0,29.0,-44.93333333333333,38.20029086567565,9.0,218.0,124.0,62.48626515749948,-326.0,-192.0,-253.53333333333333,47.384760794537684,228.77718417709403,403.75239937367553,294.94936868348356,47.834470624029954,0,15,8,36.0
-205.0,152.0,-23.470588235294116,68.30090658864238,-38.0,473.0,220.6764705882353,145.8975709567252,-406.0,-13.0,-233.52941176470588,97.73229801925547,89.15716460273958,627.4942230809778,343.7947065884547,145.23386723607751,1,34,9,0.0
-165.0,123.0,-35.191489361702125,65.85659413755637,-15.0,334.0,130.82978723404256,90.33302903145274,-452.0,-3.0,-227.5744680851064,102.28344943817832,46.36809247747852,513.7402067193107,282.93533036303955,114.24387363068931,0,47,9,2.0
-169.0,216.0,11.0,88.13153049088996,-209.0,511.0,136.625,195.07836299378087,-395.0,54.0,-181.41666666666666,119.2552992067392,89.96666049153987,639.7702712693049,298.51802299785015,150.43586101321833,1,24,9,4.0
-184.0,87.0,-31.46875,70.65850283891882,-44.0,502.0,138.84375,158.468275487359,-512.0,-40.0,-253.46875,95.35131893916046,108.37435120913067,717.8927496499738,316.64056815251473,153.13301195383275,0,32,9,6.0
-179.0,72.0,-27.041666666666668,68.99364654726469,-146.0,511.0,100.08333333333333,146.93448558985585,-490.0,0.0,-218.08333333333334,129.20007632436688,21.02379604162864,581.0283986174858,275.40777243616355,159.69142290184845,0,24,9,8.0
-512.0,272.0,-59.857142857142854,294.69908554389536,-188.0,511.0,217.14285714285714,235.07775526495092,-512.0,14.0,-241.14285714285714,236.9595677213602,137.33535597216036,886.2330393299496,469.266698558694,294.84144876448113,1,7,9,10.0
-466.0,138.0,-57.0,141.2052879085388,-47.0,326.0,57.2,98.89266909129313,-512.0,31.0,-195.0,152.49043685862182,58.32666628567074,704.0482937980888,245.57658289530306,192.8989595620801,1,15,9,12.0
-206.0,89.0,-33.5,71.30480348475831,9.0,387.0,117.625,84.23840795622861,-446.0,-2.0,-200.0625,111.18816750783331,53.48831648126533,625.3966741197142,252.57224175477432,125.433050648415,1,16,9,16.0
-334.0,159.0,-31.3125,106.82328792800753,-45.0,489.0,126.5625,124.76576491069174,-512.0,-1.0,-214.0,157.1472239652995,77.12976079309465,782.8288446397463,278.4649517147218,192.15819177572857,1,16,9,18.0
-161.0,110.0,-34.80952380952381,68.79273151501583,-56.0,454.0,146.9047619047619,115.70648611769876,-435.0,-49.0,-241.42857142857142,98.79154167985736,99.0,610.0245896683182,304.57694158237155,127.2538931545724,0,21,9,20.0
-512.0,116.0,-42.84615384615385,142.70294382918243,-36.0,511.0,139.3846153846154,155.30245352538998,-512.0,19.0,-237.84615384615384,144.63473683936274,50.57667446560717,886.2330393299496,306.5959481956245,221.8913488711809,1,13,9,22.0
-336.0,161.0,-15.526315789473685,108.43982974857659,-83.0,511.0,120.05263157894737,123.76313271483791,-493.0,73.0,-164.21052631578948,144.36561004228426,49.969990994595946,606.5888228446021,248.64003354520938,166.47783804681754,0,19,9,24.0
-134.0,132.0,-13.11111111111111,76.50699959908454,-71.0,300.0,97.05555555555556,95.31787300176313,-387.0,18.0,-170.22222222222223,98.56952174624746,69.49820141557622,420.46878599962685,227.34541987817477,107.40631087590701,0,18,9,26.0
-194.0,170.0,-13.647058823529411,81.39442181816999,-53.0,303.0,91.3529411764706,102.85337431993439,-402.0,-12.0,-162.05882352941177,103.1797236055699,45.69463863518345,430.82943260645504,226.8962435750434,105.65359855124994,0,17,9,28.0
-112.0,61.0,-8.625,51.19432951997711,-209.0,336.0,78.0,119.34299309134157,-366.0,32.0,-178.25,104.74940333958948,32.57299494980466,441.80765045435777,233.38845135613929,106.28890240087625,0,16,9,30.0
-466.0,86.0,-225.25,217.8501491851681,97.0,433.0,274.5,148.79600129035725,-512.0,-414.0,-451.75,36.44430682562093,445.52665464593696,804.6117075956575,613.9678437969159,155.35921853358397,1,4,9,32.0
-91.0,112.0,5.4375,60.26397011274647,-88.0,249.0,104.125,83.02249318708756,-296.0,17.0,-181.0,91.72240729505522,114.34159348198712,367.6411293639492,237.53119750664482,78.41551320408027,0,16,9,34.0
-282.0,136.0,-48.77777777777778,116.40616419128496,-63.0,446.0,139.0,145.47852075134665,-512.0,-43.0,-221.88888888888889,133.44948644374307,71.6798437498297,687.8662660721196,301.56697634632815,180.32046441944487,1,9,9,36.0
-49.0,61.0,8.333333333333334,32.43386433275498,-33.0,511.0,89.26666666666667,130.76363748721926,-512.0,-14.0,-200.6,152.56421598789146,41.773197148410844,723.8024592387069,240.19469406423556,178.9183490032672,0,15,9,38.0
-139.0,63.0,-16.214285714285715,49.884407199370955,-160.0,422.0,94.85714285714286,125.43857753774904,-512.0,55.0,-203.14285714285714,136.30787480807513,79.68061244744545,665.453980377306,256.82160986959946,146.19709051624736,0,14,9,40.0
-277.0,40.0,-88.33333333333333,89.65489389877163,-21.0,394.0,138.77777777777777,160.94911395826514,-512.0,-57.0,-286.55555555555554,161.18044485131918,72.42927584892728,668.5536627676196,351.8918545499421,212.76750595495378,1,9,9,42.0
-90.0,37.0,-43.07692307692308,34.03044234089766,-47.0,477.0,133.53846153846155,112.82226688613133,-282.0,-143.0,-233.76923076923077,35.86975122933581,236.61994844053194,557.2557761028593,288.1559657152858,80.47303059696628,0,13,9,44.0
-89.0,67.0,-10.08108108108108,38.6252811611412,35.0,344.0,159.27027027027026,88.5891362532061,-282.0,-89.0,-193.59459459459458,45.723291988231246,113.11498574459532,417.2972561616,261.7082060901382,76.7261099376401,0,37,10,0.0
-115.0,100.0,6.195652173913044,50.92177272658669,21.0,511.0,186.47826086956522,135.0788399627087,-379.0,42.0,-197.82608695652175,93.50687125363895,69.13754406977442,634.0015772851042,290.51566377772673,138.31555436048293,0,46,10,2.0
-244.0,188.0,-19.375,99.1122312078585,-104.0,511.0,179.83333333333334,171.57788966595382,-465.0,37.0,-204.95833333333334,132.9606706156206,29.49576240750525,620.6214627290939,316.8137391237554,176.89866600898486,1,24,10,4.0
-377.0,133.0,-68.70588235294117,132.16022570923363,-211.0,511.0,150.41176470588235,221.5222890985782,-512.0,145.0,-211.41176470588235,213.90653781597052,35.70714214271425,815.7168626429149,369.26278116874596,219.04014855459027,1,17,10,6.0
-385.0,264.0,-9.192307692307692,141.98971231172652,-205.0,510.0,143.03846153846155,177.1825396783326,-512.0,228.0,-240.03846153846155,212.42364796090322,48.36320915737499,793.9332465642184,356.49638590485824,218.52191385939858,1,26,10,8.0
-328.0,141.0,-7.285714285714286,129.39387740617437,-64.0,511.0,156.57142857142858,191.16661180600485,-512.0,45.0,-199.35714285714286,170.98939279668662,73.34166619323561,723.7361397636572,319.1000933436608,212.15776239004953,1,14,10,10.0
-512.0,134.0,-41.53333333333333,154.29921869176425,-30.0,511.0,115.46666666666667,162.34402428861438,-512.0,59.0,-130.73333333333332,178.03050924552855,38.34057902536163,886.2330393299496,239.77496971453976,237.7297427017877,1,15,10,12.0
-177.0,120.0,-42.54545454545455,76.55106867772963,-173.0,511.0,121.5909090909091,181.00066777649522,-399.0,140.0,-121.31818181818181,145.79605505438576,42.118879377305376,646.3482033702886,254.93058610803612,161.86648789350068,0,22,10,14.0
-246.0,81.0,-16.0,81.62756166595577,-38.0,511.0,178.2941176470588,181.36306281498784,-512.0,-6.0,-242.1764705882353,168.49235810707984,42.24926034855522,727.8914754274844,332.315131057616,219.5590651326523,1,17,10,16.0
-187.0,89.0,-22.6,78.20959020478243,-63.0,511.0,123.95,159.8657170878109,-443.0,-17.0,-229.35,136.77071141147144,49.98999899979995,679.2687244382741,302.94993266618906,164.55132420479504,0,20,10,18.0
-280.0,116.0,-44.53846153846154,98.31629912967743,-41.0,511.0,157.3846153846154,161.782160498682,-512.0,-64.0,-217.84615384615384,162.4323983190196,103.61949623502326,740.5200875060716,296.62786100975796,220.1051945960393,1,13,10,20.0
-486.0,77.0,-73.28571428571429,131.66864719082224,23.0,511.0,165.64285714285714,150.26006367193474,-512.0,-25.0,-204.07142857142858,122.18455846190471,90.82400563727631,871.4705961763713,300.93221406068744,196.81739825233524,1,14,10,22.0
-245.0,197.0,-8.88888888888889,114.6947101797196,-45.0,414.0,123.33333333333333,134.8019122844908,-437.0,183.0,-133.94444444444446,158.7130437201479,51.468436929831086,604.6602351734402,255.5050816444125,156.411806631987,0,18,10,24.0
-330.0,95.0,-56.27272727272727,113.73501172709301,5.0,467.0,193.0909090909091,160.52949575783404,-477.0,18.0,-202.72727272727272,116.50836170467524,37.05401462729781,692.8708393344318,318.4915764999106,179.97708760350017,1,11,10,26.0
-337.0,57.0,-56.0,103.92217367731577,9.0,444.0,177.63636363636363,143.2494789628936,-367.0,8.0,-187.27272727272728,117.18291134266892,54.71745608121781,577.0450588992163,286.53819063240394,180.85818613191478,1,11,10,28.0
-204.0,55.0,-36.142857142857146,99.16714399930851,-49.0,462.0,158.42857142857142,182.51329277840645,-443.0,-31.0,-234.57142857142858,144.6294350033483,66.49060083951716,598.171380124459,330.7484235319453,189.99487298267897,1,7,10,30.0
-134.0,351.0,29.75,130.98290282832082,-27.0,511.0,169.66666666666666,155.07328016851332,-512.0,94.0,-148.0,170.24198463755448,29.698484809834994,804.0310939260994,281.41379218664775,206.3218220009627,1,12,10,32.0
-119.0,119.0,-20.2,65.07452138382067,-21.0,511.0,248.13333333333333,157.42971624047206,-504.0,110.0,-210.73333333333332,170.1424762433597,112.8583182578936,718.4580711495975,358.8878001696707,188.5564819606436,0,15,10,34.0
-340.0,60.0,-66.0,108.31251081938781,50.0,511.0,161.2,131.2309414734193,-512.0,-52.0,-255.6,119.29811398341552,82.12186067059123,799.2903102127536,326.43206878386565,179.7222981977629,1,10,10,36.0
-389.0,54.0,-48.4,121.9919669486479,23.0,391.0,158.1,95.80756755079423,-512.0,-130.0,-230.8,112.52537491606058,153.43402490973116,752.5596321887057,301.64666520858447,162.29352842470394,1,10,10,38.0
-120.0,29.0,-41.46666666666667,47.931710681853296,20.0,352.0,146.06666666666666,83.25099932666808,-395.0,-75.0,-233.86666666666667,79.0568290675905,112.50777750893491,474.79258629426806,290.01338541241336,95.49329617813127,0,15,10,40.0
-128.0,60.0,-51.30769230769231,58.00581484828067,-21.0,397.0,151.53846153846155,102.95974970429755,-307.0,-131.0,-231.0,51.564746454560186,178.77639665235452,496.53398675216584,299.00623230308355,78.59367246545195,0,13,10,42.0
-67.0,-2.0,-25.428571428571427,19.374925937975625,106.0,223.0,168.28571428571428,34.40811484732837,-253.0,-187.0,-213.85714285714286,15.985963230539575,222.84748147555987,320.3404439030451,275.17256524243834,28.222117378478092,0,14,10,44.0
