latitude,longitude,probability,avg_probability,n_detections,speed,route,max_z_std,max_mag_std
30.64883035910349,76.73927431096442,0.99874073,0.78555846,2,0.5896246794031063,A,1.2217478697231918,1.2474554890074239
30.64908668181369,76.73974780355961,0.6055664,0.6055664,1,6.448469666435782,A,0.595811162380062,0.5956316505201484
30.649257311151324,76.7400390468156,0.99998,0.9580728,2,7.786682669585327,A,1.1706928200932445,1.193090982725737
30.649482444545125,76.74047423830777,0.99616724,0.92027175,2,7.960687235586087,A,2.2414102228297996,2.2348729444766247
30.649648869751417,76.74082075915115,0.98890114,0.98890114,1,7.874472644711321,A,1.058025275928608,1.0668974891087155
30.649846928420146,76.74120200238123,0.9999759,0.9693321,2,9.200864131061962,A,1.2900311165629204,1.2777119511548187
30.65009358631256,76.74161625343321,0.99984956,0.99984956,1,10.490212142168822,A,1.3664359163328266,1.3884811556900696
30.650207006664438,76.74180665820798,0.7819582,0.7819582,1,11.272851411650683,A,1.0390865256278212,1.0438844360818973
30.650323204232034,76.74199492198647,0.6797555,0.6797555,1,10.732575478771635,A,0.6514792044347313,0.6485697417813918
30.651138855119466,76.74328159051136,0.6750373,0.6750373,1,6.68557994424341,A,0.5829109125783687,0.5836705648684413
30.651368327856506,76.74344651931524,1.0,0.85850996,3,4.844339563092013,A,2.34880204594771,2.3677156864409157
30.651948250482786,76.74319193501724,0.97484654,0.74880666,3,6.99096941698265,A,1.119974290715935,1.1230363065968652
30.652249568574852,76.74280758022444,0.7385459,0.6327915,2,6.9334170071122525,A,0.8665452695113328,0.860109221397683
30.652649927625166,76.7423343145837,0.9178526,0.9178526,1,7.581436144188724,A,1.079516498794778,1.0779942557166586
30.65303180810956,76.7420626868439,0.94336957,0.83344156,4,7.04275979624017,A,1.0387213915667328,1.079722852720036
30.65359705548257,76.74170121061915,0.99999344,0.93222743,5,6.551624771251554,A,1.455453455728045,1.541075431482594
30.654076737150376,76.74111209853204,0.9800718,0.9774134,2,9.821307756308586,A,2.144865208386992,2.1078303286470375
30.654475416460834,76.74063439436821,0.9999906,0.91544855,2,6.903530767826581,A,2.1541918562720834,2.162392559362936
30.658692000581105,76.73718220211842,1.0,0.84802246,2,6.294089381330648,B,1.04026495958385,1.0836610619966343
30.65951657786676,76.73659977256736,0.84081686,0.7429948,2,1.843054826133824,B,0.9329536876184956,0.9826171441013496
30.659812164111543,76.7363956508077,0.8154799,0.8154799,1,0.8090924710201092,B,1.2074611165922071,1.2185326213135546
30.66022000050073,76.7361092532337,0.8132495,0.7247249,2,3.941005949393279,B,0.6157955608048948,0.6109950036165429
30.66069636373052,76.73577973477983,0.8609285,0.8609285,1,2.0226834252811683,B,0.7847498550532869,0.8203249472705909
30.66093969711267,76.7356109180207,1.0,0.93147844,3,0.5255743917662615,B,3.1545226188640285,3.1654392647197165
30.66145189500969,76.735263046691,0.9999918,0.9999918,1,2.599593285062451,B,1.260831862986251,1.3464363428287165
30.661683591952965,76.73510271189977,0.6149811,0.6149811,1,4.307984401290283,B,1.0458614080641044,1.0711052621601442
30.66255364998897,76.73448816805767,0.9799573,0.9799573,1,3.835702515616952,C,0.8356803909428632,0.9282348822957153
30.663266967008788,76.73396618166345,1.0,0.99999994,2,6.667170993121616,C,1.3217953281240595,1.3311562563010413
30.66360985780956,76.73370123581732,0.9999461,0.9999461,1,10.546454250325784,C,2.000378833142221,2.048755612860921
30.663781333207574,76.73356820867645,0.99961436,0.99961436,1,11.72833982407483,C,1.2346620778841777,1.260469131828487
30.663964947405553,76.73342673410949,0.99993396,0.99993396,1,12.933839326996454,C,1.360383765607041,1.358301023806873
30.664357194440615,76.73310906823653,0.8003001,0.8003001,1,13.49118845007121,C,1.533286168968362,1.5418037913675806
30.66455951296917,76.73293936197743,0.53672636,0.53672636,1,14.372734069333964,C,1.1202748668149887,1.120452537838867
30.66529525304549,76.73233712069322,0.7056928,0.7056928,1,9.381750649285783,C,0.9940558514971344,0.9884996162462166
30.665618144099433,76.73203294652603,0.90454036,0.90454036,1,6.8917999233412175,C,0.8799543657495066,0.9002635372006881
30.665856705545288,76.73185197991496,0.9779503,0.9779503,1,8.421013247530544,C,1.4774642532735218,1.5188880270473346
30.666501062410457,76.73135888144026,1.0,0.9998723,2,8.27560800547417,C,2.126800425594489,2.153181362736505
30.666717275195584,76.73119292145769,1.0,1.0,1,10.792539725976395,C,5.273639358792656,5.227780458027188
30.667049288860138,76.73093561509322,1.0,1.0,1,11.348239280356461,C,2.2691555127917447,2.2478929675118438
30.6672265168667,76.7308021509372,0.99927336,0.99927336,1,12.027347185564317,C,1.1367766231416854,1.1201297785945752
30.667417269632956,76.73066302580095,0.9999863,0.9999863,1,12.771870627589758,C,1.5009587016300723,1.500035723882267
30.667619041673582,76.73052457191929,0.99984396,0.99984396,1,13.573692258369682,C,1.456871027515204,1.4705519707471326
30.66783878273573,76.73037115388703,1.0,1.0,1,14.365458293316724,C,1.7565966734631993,1.7806166962088288
30.66806852237533,76.73020385859375,0.99383634,0.99383634,1,15.043688087897852,C,1.1482703718885963,1.1497615939896826
30.668293612778825,76.73003646110942,0.9999999,0.9999999,1,14.975566669001697,C,1.9513884203925778,1.9347532451755056
30.668518787640522,76.72986448910764,0.90728027,0.90728027,1,15.210000038146973,C,1.2170319171855053,1.2199161818634674
30.668751443239493,76.72968327519723,0.9709405,0.9709405,1,15.44825404519442,C,1.379710050534686,1.3655223648284203
30.66898768743917,76.72950467695576,0.9999993,0.9999993,1,16.149863165703447,C,1.5573927587063823,1.5542629645587034
30.66924823097862,76.72931291546116,1.0,1.0,1,17.154557055354477,C,2.0262594693434504,2.0389773248759018
30.669511573319582,76.72911789100239,0.9773032,0.9773032,1,17.871839523105365,C,1.6088985173586416,1.6213084140591916
30.669781341513946,76.72891251828838,0.8136882,0.8136882,1,17.438111318099924,C,1.4514636794686566,1.4369808460535332
30.67003969492833,76.72871089802442,1.0,1.0,1,16.723493963417774,C,2.864142580002801,2.840421462053824
30.670518376373064,76.72834585871283,0.97835904,0.97835904,1,15.843637520460392,C,1.6600244898830774,1.6678148965251212
30.670984452362863,76.72798611702379,0.99999666,0.99999666,1,14.995382909645047,C,1.7337112743792318,1.7394967754841535
30.673169734371143,76.72629226154602,1.0,0.999363,6,7.338069098706238,D,1.7159794866334175,1.7997522545792561
30.67363960406342,76.72591951451933,0.9036818,0.9036818,1,10.629139737362182,D,1.1963871922214324,1.1950207175659662
30.67413402164626,76.72552008462831,1.0,0.8256966,5,7.656059541721781,D,4.8003834830242,3.8355429740324856
30.674964014752916,76.72480908713734,0.9993267,0.9611908,2,9.50611958618251,D,1.1985283835339304,1.2047862954774198
30.675377114006853,76.72446053180931,0.7556248,0.7556248,1,6.933268534110457,D,0.8120409936502913,0.8647662754364335
30.675747244636334,76.72411722138841,0.99999976,0.9999898,2,8.742575668441091,D,1.2567239724768964,1.2976340036423857
30.67596986824043,76.72392277546662,1.0,1.0,1,11.586794385896962,D,1.5934933123122323,1.6295752115911728
30.676148525140498,76.72377550369957,0.9963605,0.9963605,1,12.21545120139257,D,1.30123658679093,1.3032451478991458
30.676498803537495,76.72350351790647,0.9871187,0.9871187,1,11.47290946523306,D,1.1325080031998784,1.1482507122174954
30.676673089843874,76.7233596936957,1.0,1.0,1,11.987847861871375,D,1.9750791533173215,1.9547106133965038
30.676842888119676,76.72321547794633,0.9678974,0.9678974,1,11.748678527373544,D,0.9812339479196723,0.9737853350096976
30.677008455006415,76.72307325165903,0.9376957,0.9376957,1,11.172174489157912,D,0.7975568937574034,0.8026410261865137
30.677241900352442,76.7228783938514,0.98862594,0.98347974,2,9.914296328274837,D,1.7084586388941172,1.7038834554772648
30.67778270058063,76.72241780396004,0.9999956,0.6735561,18,0.34592566055447693,D,1.4170863214005287,1.4600484537356169
30.678402334732212,76.72188549861119,0.9999901,0.6534549,44,0.17208805040128106,D,1.295644361011919,1.3319474912489537
30.690364486152685,76.71188090128035,1.0,0.9033135,41,1.2641756035844964,E,2.4795856609468983,2.495557441058477
30.691348803755247,76.71217156837325,0.95953983,0.95953983,1,4.617965064092967,E,0.7987569810294275,0.8047185385445577
30.69152668068006,76.7124638346438,0.9997639,0.9997639,1,4.011693010590264,E,0.9770275631474332,1.039526425901436
30.691707525941105,76.71275686527727,1.0,0.97131914,4,4.080883555742379,E,1.7557070206252758,1.7790476705608802
30.69200039247314,76.71323288039297,1.0,0.99995625,2,8.34291077077232,E,2.6607595223906033,2.701663039939038
30.69220435597312,76.71355785206168,0.868755,0.868755,1,6.2905211411984805,E,0.6116692637980939,0.6122103967530148
30.69249534197368,76.71368824999465,0.9998418,0.9786749,4,3.138367337292646,E,1.0113284490808268,1.0437102840349608
30.692935856984533,76.7134611120184,1.0,0.9524456,8,3.5936884795012993,E,2.721866567764949,2.726190785408444
30.69352847730225,76.71306430094467,1.0,1.0,1,7.597826833741493,E,5.236188628924753,4.792809781543322
30.693815401176757,76.71281921023403,1.0,1.0,1,6.650295755114176,E,2.1406693490426347,2.125408915644715
30.69425719460112,76.7124585448619,0.9998317,0.8448763,8,5.467595303001568,E,1.3646676393414456,1.351955037709685
30.695214167441282,76.71166643474295,0.9999999,0.78116876,11,5.760324265379788,E,1.6088888022782055,1.6247479432250282
30.69622987522267,76.71082774241695,1.0,0.98129684,6,8.084893881194697,E,5.106139980216635,5.036287278342509
30.697116748277953,76.7100689912402,0.9999999,0.9311926,6,8.948348395839652,E,1.9544218571507572,1.9666244014034973
30.697597042088635,76.70966288422466,0.99999976,0.99999976,1,10.848369511726595,E,1.853673709114063,1.860535970933213
30.697764007228937,76.7095218431961,0.9984692,0.9984692,1,11.805835210198664,E,1.1803253769155293,1.1852167996498906
30.698527108981306,76.70889925070828,1.0,0.9817717,3,8.371526930546798,E,1.7137150060963957,2.0374030999946675
30.69912477773142,76.70875015032713,1.0,0.96585053,9,4.940838480080882,E,6.017430307159198,5.081232646051812
30.69993089659459,76.70832872346855,0.9999999,0.9930511,3,9.133480565792638,E,2.0890508480496517,2.0703371125199035
30.70021598564918,76.7080883690034,1.0,1.0,1,10.590979496819307,E,6.986998422735419,6.632580920621927
30.70069982015741,76.7076875169537,1.0,0.96771955,4,9.184179945729712,E,6.420862815733529,6.23133085849153
30.701168907747313,76.70730484203135,0.6112525,0.6112525,1,8.06643353958628,E,0.7912521086760667,0.7934003233350106
30.701416438617436,76.70708083806403,1.0,0.9999887,2,7.0044557792531705,E,2.68989314701921,2.542798831658089
30.702352326011088,76.70629767202013,1.0,0.996243,7,8.178901892266223,E,2.426362687164676,2.402224651175523
30.702891171236637,76.70584230609342,1.0,1.0,1,9.545690929350089,E,4.916356592111533,4.832572854026666
30.703432516005925,76.70537141182852,1.0,1.0,5,7.809418983701048,E,6.111288019071625,5.711322349298084
30.704119715506653,76.70479616684834,1.0,0.925492,4,8.070982399791372,E,3.1426702144001633,3.0114110734741395
30.70464789751657,76.704350719564,0.97156763,0.97156763,1,2.344592120986479,E,0.9015067163079731,0.8967401256982382
30.710628850697663,76.71279071221018,1.0,0.99980044,6,6.789489922781196,F,2.6798631792965586,2.703331041423007
30.71108042404964,76.71243071900524,0.999666,0.999666,1,10.516546286742647,F,1.2689298667739983,1.269370175271888
30.71123982187684,76.71229979858755,0.99905914,0.99905914,1,10.863454972461573,F,1.236319848375773,1.2390430471283593
30.71140012804142,76.71216642184845,0.9999459,0.9999459,1,11.017095434206238,F,1.2311115011013092,1.2206442285930785
30.7115618064567,76.71203377911924,1.0,1.0,1,11.156900052445954,F,2.3428179386204735,2.374318229844232
30.711731954327647,76.71189175994766,1.0,1.0,1,12.197153453443672,F,2.636282048589541,2.654309916482427
30.711916708833687,76.71173551398132,0.99998057,0.99998057,1,12.60696145369924,F,1.924107395014948,1.9178882492854223
30.712099318807855,76.71158099958346,0.6559522,0.6559522,1,12.57627448443046,F,1.121835714071884,1.1105718156177486
30.712283161979006,76.71142878775102,0.8255586,0.8255586,1,12.346708650042771,F,1.4926279593468756,1.4763141549863819
30.712460099408542,76.71128115554862,0.90097916,0.90097916,1,12.219715840008305,F,1.2578735906454195,1.2471906181584316
30.712637626147945,76.71113312821005,0.89397585,0.89397585,1,11.646416901092275,F,1.1269092029616914,1.1194039564147023
30.71280591449334,76.71099227588446,0.9980452,0.9980452,1,11.569755043611359,F,1.612740658135189,1.6040146451870425
30.71297586184263,76.7108508882742,0.9863452,0.9863452,1,11.62341637345958,F,1.8837695239686676,1.8860274633506142
30.71360325423943,76.71032585013285,1.0,0.95278305,6,8.71719059739109,F,4.856963511649453,4.72236287988899
30.71407023392224,76.70993635421524,1.0,1.0,1,11.100973519030505,F,2.899592319057995,2.8954787208611443
30.714241331270724,76.70979168821115,0.99999976,0.99999976,1,12.414338275233346,F,3.1027491855420903,3.1086992301499117
30.714602095601442,76.709487586782,1.0,1.0,1,11.950097360890998,F,2.471986775865498,2.382398238081152
30.714779616881767,76.7093395689416,0.9999435,0.9999435,1,12.273669767322946,F,2.162958679902204,2.1445986112870323
30.71495835502348,76.70918899733725,0.9909574,0.9909574,1,12.600000381469728,F,1.5664437308320929,1.537737367029036
30.71514156066656,76.7090341932648,0.987128,0.987128,1,12.113189341535078,F,1.1568339511939385,1.1285903951823302
30.715312123645035,76.70889122911625,0.6295591,0.6295591,1,11.522819777441748,F,0.9030672330634611,0.8828429640359038
30.715628466665617,76.7086248146524,0.9921239,0.9921239,1,10.325912609212002,F,1.59113103928251,1.5786981658732588
30.716116260799588,76.70822070004135,1.0,0.98030704,4,1.175659724112566,F,1.6097401815250505,1.594661041118494
30.71674966524248,76.70836113550222,1.0,0.9509483,11,6.96830525612497,F,3.8197578635689413,3.6060017708373513
30.717662495906154,76.70975684234102,0.9999893,0.93322706,6,9.51506234492295,F,2.174288035707666,2.162401821382075
30.71801870922091,76.71033426565339,0.53453404,0.53453404,1,10.064779478915165,F,2.087227543255399,2.051620231159457
30.71842217111275,76.71099165007102,1.0,0.94042635,8,7.36852284411251,F,4.377433092762324,4.134221036239447
30.7188262957454,76.71164614089373,0.64628804,0.64628804,1,10.956419265864609,F,1.622692339384237,1.59237705348288
30.71893959863477,76.71182453732396,0.8473628,0.8473628,1,10.486030212836182,F,1.7167169979457735,1.7149193327344245
30.719048831792044,76.71199527347484,0.7909273,0.7909273,1,10.15999984741211,F,1.2677813432951452,1.2496166127708188
30.71925912107681,76.71232885696517,0.99949014,0.99949014,1,9.212428429465923,F,1.9341312821768588,1.927582765169583
30.71952075056468,76.71276317799563,0.99739325,0.8564432,3,5.189255483232283,F,0.9743125759992909,0.9769536527752414
