time,seconds_elapsed,z,y,x
1771683721331199500,0.150199462890625,9.595218658447266,0.40677985548973083,0.6364908218383789
1771683721351914500,0.17091455078125,9.765109062194824,0.5910272002220154,0.5623133182525635
1771683721362272000,0.18127197265625,9.973284721374512,0.5431707501411438,0.1746760457754135
1771683721372629500,0.19162939453125,9.805787086486816,0.6005984544754028,-0.11724831163883209
1771683721382987000,0.201987060546875,9.604789733886719,0.4307080805301666,0.2153540402650833
1771683721393344500,0.212344482421875,9.91825008392334,0.4331009089946747,0.3852444589138031
1771683721403702000,0.222701904296875,9.832108497619629,0.5144568681716919,0.6771687865257263
1771683721414059500,0.2330595703125,10.126425743103027,0.5096712112426758,0.5670989751815796
1771683721424417000,0.2434169921875,9.789037704467773,0.4378865361213684,0.47617170214653015
1771683721434774500,0.2537744140625,9.91825008392334,0.46420758962631226,0.2273181527853012
1771683721445132000,0.264132080078125,9.930213928222656,0.48574298620224,0.22013968229293823
1771683721455489500,0.274489501953125,9.616754531860352,0.46420758962631226,0.04546362906694412
1771683721465847000,0.284846923828125,9.954142570495605,0.5264210104942322,0.4043870270252228
1771683721476204500,0.29520458984375,9.805787086486816,0.2679961323738098,0.6675975322723389
1771683721486562000,0.30556201171875,10.109675407409668,0.519242525100708,0.763310432434082
1771683721496919600,0.31591943359375,9.927821159362793,0.4953143000602722,0.5670989751815796
1771683721507277000,0.326277099609375,9.961320877075195,0.5240281820297241,0.11724831163883209
1771683721517634600,0.336634521484375,9.712467193603516,0.5288137793540955,0.09092725813388824
1771683721527992000,0.346991943359375,9.884750366210938,0.3206382393836975,0.21774685382843018
1771683721538349600,0.357349609375,9.985248565673828,0.4833501875400543,0.5383850932121277
1771683721548707000,0.36770703125,9.829715728759766,0.3158525824546814,0.6963114142417908
1771683721559064600,0.378064697265625,10.119247436523438,0.5120640397071838,0.4833501875400543
1771683721569422000,0.388422119140625,9.803394317626953,0.5096712112426758,0.47617170214653015
1771683721579779600,0.398779541015625,9.958928108215332,0.43549370765686035,0.2967100143432617
