latitude,longitude,event_type,severity,avg_severity,confidence,n_detections,total_duration,max_gyro_peak,max_accel_z,max_accel_x,max_dip,max_bump,is_dip,accel_z_std,avg_speed,est_size_m,route
30.7046501,76.70434583333333,Minor Anomaly,6.724542,2.8699884,0.6,3,0.248626708984375,0.36796826124191284,3.2193493843078613,1.3263583183288574,3.2193493843078613,0.7090978622436523,True,0.5335402488708496,2.389498551686605,0.43297730430640513,E
30.710705195454548,76.71272840454547,Pothole,10.0,4.8977385,0.95,22,0.40396976470947266,0.5815925002098083,6.183323860168457,2.3745975494384766,6.130244255065918,6.183323860168457,True,2.6075667569583114,8.729410431601785,0.8024666679966685,F
30.71161926666667,76.7119861,Pothole,9.9244,7.493484,0.7,3,0.03107452392578125,0.2678454518318176,5.076662063598633,0.9160595536231995,5.076662063598633,2.8264989852905273,True,3.7502825260162354,11.38028367360433,0.11978289342732751,F
30.712721900000002,76.7110627,Pothole,8.216026,4.536748,0.7,7,0.1139373779296875,0.36174723505973816,4.53184700012207,1.2225863933563232,4.53184700012207,3.608574867248535,True,1.4052629981722151,11.688702992030553,0.24659880491526565,F
30.713642302727287,76.71029237636363,Minor Anomaly,10.0,4.284267,0.95,110,4.878387451171875,1.4588885307312012,36.002845764160156,4.043590068817139,13.41986083984375,36.002845764160156,True,2.5994647165591065,9.208160946585915,6.385715419699409,F
30.7145432,76.7095368,Pothole,10.0,9.571035,0.95,4,0.25893402099609375,0.6330181956291199,11.141849517822266,3.096193552017212,11.141849517822266,9.723126411437988,True,5.170427739620209,11.921146631240845,1.60228643740993,F
30.7148401,76.70928876666666,Minor Anomaly,6.2488017,4.0227523,0.7,3,0.03106689453125,0.2583635449409485,5.528122901916504,0.9842774868011475,3.9562759399414062,5.528122901916504,True,4.085410277048747,12.471638043721518,0.1294898726773681,F
30.7151709,76.7090096,Hard Braking,4.2174497,2.5100636,0.65,2,0.020721435546875,0.12095829099416733,2.8116331100463867,1.444846749305725,0.0,2.8116331100463867,False,0.9467011280357838,11.990490913391113,0.12427996046608314,F
30.7156518,76.7086049,Pothole,9.7988405,9.7988405,0.7,1,0.01035308837890625,0.2944558262825012,4.975876808166504,0.6148189306259155,4.975876808166504,4.783831596374512,True,6.901155948638916,10.215397834777832,0.10576091660914244,F
30.716939312499996,76.7086275225,Pothole,10.0,4.8794794,0.95,80,2.6514205932617188,2.0580482482910156,19.273155212402344,10.182255744934082,16.535614013671875,19.273155212402344,True,2.9633231195090692,8.053187429904938,1.972419088902825,F
30.7176801,76.7097834,Road Bump,2.6720338,2.6720338,0.5,1,0.0103607177734375,0.21178841590881348,1.781355857849121,0.6178947687149048,0.0,1.781355857849121,False,0.6064216494560242,8.672605514526367,0.08985441809636541,F
30.718075512903237,76.71042523870969,Pothole,10.0,5.1473455,0.95,31,0.756072998046875,1.3149616718292236,18.078960418701172,3.2529428005218506,8.405115127563477,18.078960418701172,True,2.344216619528109,8.359886323252033,1.0531845742661972,F
30.718734263333335,76.71149876,Pothole,10.0,6.371427,0.95,30,0.9425811767578125,1.8502211570739746,23.98271942138672,3.9885294437408447,18.217369079589844,23.98271942138672,True,3.8185144305229186,10.004313739140828,1.6505953709129244,F
30.719296742857136,76.71238960714287,Minor Anomaly,6.5520005,3.5615354,0.7,14,0.4246673583984375,0.38187482953071594,9.001607894897461,1.6240425109863281,4.741603374481201,9.001607894897461,True,2.723392529147012,8.597109964915685,1.2626411244636984,F
