start_sec,end_sec,duration,latitude,longitude,speed,max_gyro,severity,route
4.925289154052734,4.935641765594482,0.010352611541748047,30.6488297,76.7392724,0.45,0.18200373649597168,0.0018842139979824424,A
4.997783184051514,5.008153438568115,0.010370254516601562,30.6488356,76.7392839,1.47,0.09800472855567932,0.001016333932057023,A
11.750475883483887,11.781546592712402,0.031070709228515625,30.6489251,76.7394701,4.11,0.07942178100347519,0.0024676909670233727,A
20.098142623901367,20.10849952697754,0.010356903076171875,30.6491937,76.7399264,6.95,0.1496671736240387,0.0015500884037464857,A
22.35594940185547,22.376663208007812,0.02071380615234375,30.6492686,76.7400562,7.93,0.24867349863052368,0.005150974728167057,A
22.656301498413086,22.770227432250977,0.11392593383789062,30.6492686,76.7400562,7.93,0.6538233160972595,0.07448743283748627,A
22.78058433532715,22.79094123840332,0.010356903076171875,30.6492686,76.7400562,7.93,0.19097571074962616,0.0019779170397669077,A
22.801298141479492,22.822011947631836,0.02071380615234375,30.6492686,76.7400562,7.93,0.229134663939476,0.004746250808238983,A
22.832368850708008,22.863439559936523,0.031070709228515625,30.6492686,76.7400562,7.93,0.31251832842826843,0.009710165672004223,A
22.89451026916504,22.90486717224121,0.010356903076171875,30.6492686,76.7400562,7.93,0.12813378870487213,0.0013270692434161901,A
23.039506912231445,23.06022071838379,0.02071380615234375,30.649305,76.740128,8.34,0.15191158652305603,0.003146667266264558,A
25.504453659057617,25.556238174438477,0.051784515380859375,30.6493824,76.740282,8.64,0.5818952322006226,0.030133161693811417,A
25.57695198059082,25.608022689819336,0.031070709228515625,30.6493824,76.740282,8.64,0.29379338026046753,0.009128368459641933,A
25.8048038482666,25.887659072875977,0.082855224609375,30.6493824,76.740282,8.64,0.5103902816772461,0.04228850081562996,A
25.89801597595215,25.90837287902832,0.010356903076171875,30.6493824,76.740282,8.64,0.14080552756786346,0.0014583092415705323,A
25.929086685180664,25.939443588256836,0.010356903076171875,30.6493824,76.740282,8.64,0.17963838577270508,0.001860497402958572,A
26.45728874206543,26.4676456451416,0.010356903076171875,30.6494201,76.7403528,8.21,0.18343882262706757,0.0018998581217601895,A
26.747282028198242,26.778352737426758,0.031070709228515625,30.6494201,76.7403528,8.21,0.30425864458084106,0.00945353228598833,A
28.9222354888916,28.96366310119629,0.0414276123046875,30.6494926,76.7404933,7.94,0.1449957638978958,0.006006828509271145,A
29.036161422729492,29.056875228881836,0.02071380615234375,30.6495289,76.7405649,8.06,0.1473037749528885,0.003051221836358309,A
29.222585678100586,29.264013290405273,0.0414276123046875,30.6495289,76.7405649,8.06,0.4786246418952942,0.019828276708722115,A
29.274370193481445,29.30544090270996,0.031070709228515625,30.6495289,76.7405649,8.06,0.26573115587234497,0.008256455883383751,A
29.336511611938477,29.34686851501465,0.010356903076171875,30.6495289,76.7405649,8.06,0.15276244282722473,0.0015821458073332906,A
29.35722541809082,29.377939224243164,0.02071380615234375,30.6495289,76.7405649,8.06,0.22186242043972015,0.004595614969730377,A
29.41936683654785,29.429723739624023,0.010356903076171875,30.6495289,76.7405649,8.06,0.1934269368648529,0.002003303961828351,A
29.46079444885254,29.52293586730957,0.06214141845703125,30.6495289,76.7405649,8.06,0.20364560186862946,0.01265482697635889,A
29.533292770385742,29.543649673461914,0.010356903076171875,30.6495289,76.7405649,8.06,0.274038165807724,0.002838186686858535,A
29.595434188842773,29.605791091918945,0.010356903076171875,30.6495289,76.7405649,8.06,0.12021274864673615,0.0012450318317860365,A
29.67828941345215,29.719717025756836,0.0414276123046875,30.6495289,76.7405649,8.06,0.32678383588790894,0.013537874445319176,A
29.730073928833008,29.74043083190918,0.010356903076171875,30.6495289,76.7405649,8.06,0.2804633677005768,0.0029047320131212473,A
29.761144638061523,29.771501541137695,0.010356903076171875,30.6495289,76.7405649,8.06,0.14780130982398987,0.00153076380956918,A
29.781858444213867,29.80257225036621,0.02071380615234375,30.6495289,76.7405649,8.06,0.2595236003398895,0.005375721491873264,A
29.8439998626709,29.85435676574707,0.010356903076171875,30.6495289,76.7405649,8.06,0.28897786140441895,0.002992915688082576,A
29.864713668823242,29.875070571899414,0.010356903076171875,30.6495289,76.7405649,8.06,0.2342754304409027,0.00242636795155704,A
29.885427474975586,29.9164981842041,0.031070709228515625,30.6495289,76.7405649,8.06,0.29513829946517944,0.009170155972242355,A
30.310062408447266,30.320419311523438,0.010356903076171875,30.6495624,76.7406338,7.63,0.23825819790363312,0.0024676171597093344,A
30.33077621459961,30.34113311767578,0.010356903076171875,30.6495624,76.7406338,7.63,0.15182159841060638,0.0015724016120657325,A
30.351490020751953,30.372203826904297,0.02071380615234375,30.6495624,76.7406338,7.63,0.15573842823505402,0.003225935623049736,A
30.38256072998047,30.39291763305664,0.010356903076171875,30.6495624,76.7406338,7.63,0.12825675308704376,0.001328342710621655,A
30.537914276123047,30.54827117919922,0.010356903076171875,30.6495624,76.7406338,7.63,0.1955478936433792,0.002025270601734519,A
30.55862808227539,30.600055694580078,0.0414276123046875,30.6495624,76.7406338,7.63,0.18297724425792694,0.007580310106277466,A
33.44820785522461,33.45856475830078,0.010356903076171875,30.6496583,76.7408415,7.94,0.10262907296419144,0.0010629193857312202,A
33.479278564453125,33.4896354675293,0.010356903076171875,30.6496583,76.7408415,7.94,0.10107114166021347,0.0010467839892953634,A
33.644989013671875,33.696773529052734,0.051784515380859375,30.6496583,76.7408415,7.94,0.09817306697368622,0.005083844531327486,A
33.71748733520508,33.76927185058594,0.051784515380859375,30.6496583,76.7408415,7.94,0.11708000302314758,0.006062931381165981,A
33.9660530090332,33.98676681518555,0.02071380615234375,30.6496583,76.7408415,7.94,0.07420022785663605,0.0015369690954685211,A
36.151363372802734,36.161720275878906,0.010356903076171875,30.6497709,76.7410657,8.69,0.0847003161907196,0.0008772329892963171,A
36.17207717895508,36.19279098510742,0.02071380615234375,30.6497709,76.7410657,8.69,0.09265055507421494,0.0019191456958651543,A
36.203147888183594,36.23421859741211,0.031070709228515625,30.6497709,76.7410657,8.69,0.0839441791176796,0.0026082051917910576,A
36.24457550048828,36.265289306640625,0.02071380615234375,30.6497709,76.7410657,8.69,0.0915103480219841,0.0018955275882035494,A
36.94884490966797,37.042057037353516,0.09321212768554688,30.6497709,76.7410657,8.69,0.3244459927082062,0.030242301523685455,A
37.05241394042969,37.07312774658203,0.02071380615234375,30.6498142,76.7411449,8.94,0.09913893789052963,0.002053544856607914,A
37.16633987426758,37.17669677734375,0.010356903076171875,30.6498142,76.7411449,8.94,0.15939831733703613,0.0016508728731423616,A
37.18705368041992,37.321693420410156,0.13463973999023438,30.6498142,76.7411449,8.94,0.4773588478565216,0.0642714723944664,A
37.33205032348633,37.373477935791016,0.0414276123046875,30.6498142,76.7411449,8.94,0.18597109615802765,0.007704338524490595,A
37.52883529663086,37.539188385009766,0.01035308837890625,30.6498142,76.7411449,8.94,0.07684413343667984,0.0007955741020850837,A
37.55990219116211,37.57026290893555,0.0103607177734375,30.6498142,76.7411449,8.94,0.09812743961811066,0.0010166707215830684,A
37.60133361816406,37.61168670654297,0.01035308837890625,30.6498142,76.7411449,8.94,0.08194397389888763,0.0008483732235617936,A
41.868385314941406,41.87874221801758,0.010356903076171875,30.6500037,76.7414665,9.36,0.14255362749099731,0.0014764141524210572,A
54.0688362121582,54.079193115234375,0.010356903076171875,30.6507182,76.7425958,8.72,0.09286476671695709,0.000961791374720633,A
70.61927032470703,71.023193359375,0.40392303466796875,30.6512535,76.7434202,4.84,0.3366397023200989,0.13597652316093445,A
71.03355407714844,71.37533569335938,0.3417816162109375,30.6512977,76.7434374,4.85,0.32385173439979553,0.11068657040596008,A
71.6239013671875,71.9449691772461,0.32106781005859375,30.6512977,76.7434374,4.85,1.6613616943359375,0.5334097743034363,A
71.96568298339844,71.98639678955078,0.02071380615234375,30.6512977,76.7434374,4.85,0.26427119970321655,0.005474062170833349,A
71.99675750732422,72.02782440185547,0.03106689453125,30.6513382,76.7434461,4.57,0.3017110824584961,0.009373226203024387,A
72.0381851196289,72.11067962646484,0.0724945068359375,30.6513382,76.7434461,4.57,0.21995481848716736,0.015945516526699066,A
72.14175415039062,72.16246795654297,0.02071380615234375,30.6513382,76.7434461,4.57,0.6534952521324158,0.01353637408465147,A
72.17282104492188,72.33853912353516,0.16571807861328125,30.6513382,76.7434461,4.57,0.7804363965988159,0.12933242321014404,A
72.34889221191406,72.3592529296875,0.0103607177734375,30.6513382,76.7434461,4.57,0.23919501900672913,0.002478232141584158,A
72.37996673583984,72.40068054199219,0.02071380615234375,30.6513382,76.7434461,4.57,0.3659563660621643,0.0075803492218256,A
72.5456771850586,72.5560302734375,0.01035308837890625,30.6513382,76.7434461,4.57,0.11470794677734375,0.0011875815689563751,A
72.57674407958984,72.690673828125,0.11392974853515625,30.6513382,76.7434461,4.57,0.19691672921180725,0.022434674203395844,A
72.85638427734375,72.94960021972656,0.0932159423828125,30.6513382,76.7434461,4.57,0.13469555974006653,0.012555773369967937,A
73.57103729248047,73.59175872802734,0.020721435546875,30.6513758,76.7434515,4.33,0.11230947077274323,0.002327213529497385,A
74.38922882080078,74.39958953857422,0.0103607177734375,30.6514195,76.7434546,4.73,0.14662396907806396,0.0015191296115517616,A
75.04171752929688,75.05209350585938,0.0103759765625,30.6514689,76.7434581,5.51,0.1469302922487259,0.0015245452523231506,A
75.46635437011719,75.48706817626953,0.02071380615234375,30.6514689,76.7434581,5.51,0.16060428321361542,0.0033267259132117033,A
75.50778198242188,75.51814270019531,0.0103607177734375,30.6514689,76.7434581,5.51,0.18654604256153107,0.0019327509216964245,A
77.88990020751953,77.90025329589844,0.01035308837890625,30.6515793,76.7434572,6.53,0.20518621802330017,0.002124310936778784,A
77.92096710205078,77.93132781982422,0.0103607177734375,30.6515793,76.7434572,6.53,0.19852273166179657,0.0020568380132317543,A
77.95204162597656,77.96240234375,0.0103607177734375,30.6515793,76.7434572,6.53,0.1991371065378189,0.0020632033701986074,A
78.02454376220703,78.03489685058594,0.01035308837890625,30.6516324,76.7434473,6.23,0.21840818226337433,0.002261199289932847,A
80.57237243652344,80.58272552490234,0.01035308837890625,30.6517373,76.7434018,5.94,0.1968695968389511,0.0020382083021104336,A
80.59308624267578,80.60343933105469,0.01035308837890625,30.6517373,76.7434018,5.94,0.16850800812244415,0.0017445782432332635,A
80.71736907958984,80.72772216796875,0.01035308837890625,30.6517373,76.7434018,5.94,0.18716035783290863,0.0019376877462491393,A
80.90379333496094,80.91415405273438,0.0103607177734375,30.6517373,76.7434018,5.94,0.17296575009822845,0.0017920492682605982,A
81.39057159423828,81.40093231201172,0.0103607177734375,30.6517813,76.7433714,6.12,0.2002682089805603,0.0020749224349856377,A
81.54592895507812,81.55628967285156,0.0103607177734375,30.6517813,76.7433714,6.12,0.19883377850055695,0.0020600606221705675,A
81.5770034790039,81.58735656738281,0.01035308837890625,30.6517813,76.7433714,6.12,0.19075381755828857,0.001974891172721982,A
81.9498519897461,81.96021270751953,0.0103607177734375,30.6517813,76.7433714,6.12,0.22356796264648438,0.002316324505954981,A
82.02235412597656,82.03270721435547,0.01035308837890625,30.6518303,76.7433299,6.37,0.18491169810295105,0.0019144071266055107,A
83.39984130859375,83.41019439697266,0.01035308837890625,30.6518717,76.7432861,6.74,0.17146478593349457,0.0017751901177689433,A
83.4205551147461,83.430908203125,0.01035308837890625,30.6518717,76.7432861,6.74,0.20553508400917053,0.0021279228385537863,A
83.45162200927734,83.46198272705078,0.0103607177734375,30.6518717,76.7432861,6.74,0.19504661858081818,0.002020823070779443,A
83.48269653320312,83.49304962158203,0.01035308837890625,30.6518717,76.7432861,6.74,0.2034270018339157,0.00210609775967896,A
83.87625885009766,83.8866195678711,0.0103607177734375,30.6518717,76.7432861,6.74,0.17825356125831604,0.001846834784373641,A
84.15589904785156,84.166259765625,0.0103607177734375,30.651915,76.7432351,6.9,0.16403290629386902,0.0016994986217468977,A
84.18697357177734,84.19732666015625,0.01035308837890625,30.651915,76.7432351,6.9,0.18663878738880157,0.001932287821546197,A
84.20768737792969,84.2180404663086,0.01035308837890625,30.651915,76.7432351,6.9,0.14842136204242706,0.0015366195002570748,A
86.23766326904297,86.24801635742188,0.01035308837890625,30.6520031,76.7431256,7.31,0.15407094359397888,0.0015951100504025817,A
86.54837036132812,86.55873107910156,0.0103607177734375,30.6520031,76.7431256,7.31,0.18789978325366974,0.0019467766396701336,A
87.697998046875,87.70835876464844,0.0103607177734375,30.6520497,76.7430664,7.17,0.14612816274166107,0.0015139926690608263,A
92.3793716430664,92.41043853759766,0.03106689453125,30.6522617,76.7427913,7.01,0.3781508207321167,0.01174797210842371,A
92.4207992553711,92.43115234375,0.01035308837890625,30.6522617,76.7427913,7.01,0.29920417070388794,0.0030976871494203806,A
92.44151306152344,92.50365447998047,0.06214141845703125,30.6522617,76.7427913,7.01,0.3618738651275635,0.022487355396151543,A
92.51400756835938,92.53472137451172,0.02071380615234375,30.6522617,76.7427913,7.01,0.23393790423870087,0.004845744464546442,A
