X_min,X_max,X_mean,X_std,Y_min,Y_max,Y_mean,Y_std,Z_min,Z_max,Z_mean,Z_std,mag_min,mag_max,mag_mean,mag_std,latitude,longitude,speed,n_samples,route,window_start
-1.1030912399291992,1.6701902151107788,0.05526042253959007,0.501602197830227,-0.7537391185760498,5.675775527954102,2.0509997833110587,1.1441969779189107,7.1856465339660645,12.31107234954834,9.69259793096812,0.9516728945655998,7.3622289670402035,13.56011405163613,9.976106663262883,1.0487502598085028,30.672918769425582,76.72649326543366,3.2656044592851923,191,D,0.116019287109375
-1.3926228284835815,1.184447169303894,-0.006199020908064559,0.5426278963123283,-0.7992027401924133,4.108476638793945,1.732168033844526,1.0229643537484923,7.288537979125977,13.01216983795166,9.808093251341983,0.927330295033771,7.606610280245949,13.309411565188606,10.023149292413382,0.9677079070309101,30.672985271331076,76.72643347198942,5.499443244122705,193,D,2.116019287109375
-1.8089739084243772,4.132404804229736,0.5097828037756944,0.8868768341519826,-0.698704183101654,3.759124279022217,1.2533927337879345,0.819568232002995,5.563312530517578,15.519847869873049,9.922068455058676,1.4457618687380345,5.786758361904025,15.56205132905302,10.084351013035795,1.460359172208353,30.67307982005872,76.72635585513486,7.013662300391364,193,D,4.116019287109375
-1.8089739084243772,1.8185452222824097,0.1132189450578021,0.6261326089145237,-2.1032910346984863,4.627718925476074,0.9180008268135798,1.1632070706788122,5.254638671875,16.71147346496582,9.845225371227363,1.3029346520612957,5.2978094467543935,16.792074712645423,9.976668468445917,1.3010858423992555,30.673203523331015,76.72626508645618,8.938056361974501,193,D,6.116019287109375
-1.7467604875564575,1.916650891304016,0.07824406048302283,0.6485684628189333,-2.196611166000366,3.1034910678863525,0.6030285039342399,1.2547703620007455,5.37906551361084,14.242080688476562,9.927312823774901,1.5202202248749819,5.427430999725908,14.33142356850522,10.042885118355505,1.5388057559662693,30.67334242656155,76.72616058649957,9.230869941586217,193,D,8.116019287109374
-1.1198409795761108,1.1509476900100708,-0.07304928010604658,0.4496983626989573,-1.1222338676452637,3.570091485977173,1.072840012450717,1.3378515814943137,5.391029357910156,14.093725204467772,9.786731391373076,1.7159794866334175,5.420572467587908,14.420826460309835,9.931464449351413,1.7997522545792561,30.673488595518915,76.7260453037625,10.08077828487744,193,D,10.116019287109374
-1.0959128141403198,2.146361827850342,0.19391781720935988,0.6149805165328228,-2.2755744457244877,2.720639228820801,0.2818695489652551,1.1200157907959196,4.543970108032227,12.686745643615724,9.87727434029851,1.1963871922214324,4.678130351013576,12.776517661339174,9.96561624595445,1.1950207175659662,30.67363960406342,76.72591951451933,10.629139737362182,193,D,12.116019287109374
-2.163111686706543,1.952543258666992,0.01162936531581525,0.5873805601759082,-3.6921253204345694,2.919243574142456,-0.4974591447054915,1.0969643362099541,6.932007312774658,13.205987930297852,9.9222668366111,0.995597169050273,6.958253480439898,13.546254189294618,10.013598712833224,0.9830469156942927,30.673787517462305,76.72579979848868,9.34655132917991,193,D,14.116019287109374
-1.7012969255447388,1.5481562614440918,-0.08086004776161144,0.5187964718962231,-2.799602508544922,2.411965131759644,0.09398957443124388,0.9764606726246631,6.819544315338135,12.471391677856444,9.873009412399846,0.9663644708686085,7.038249549991378,12.483253050745185,9.935785027024703,0.9635085139764812,30.673913989633025,76.72570039545322,7.836082784448008,193,D,16.116019287109374
-0.9475577473640442,1.7156537771224976,0.14426364894435195,0.5342837557144039,-3.2614171504974365,3.108276605606079,0.4871811691642657,1.4058272589602951,5.608776092529297,13.88794231414795,9.919849217864515,1.3560084886218848,5.614069654454807,13.986589238034588,10.042451236935282,1.3825004831138379,30.67402581493337,76.72561071564195,7.291264735696845,193,D,18.116019287109374
-1.435693621635437,1.703689694404602,0.2645919142223741,0.5085961322026102,-2.1056840419769287,2.945564746856689,0.48005696056295455,1.0873464866324498,4.108476638793945,12.715459823608398,9.821759944109573,1.2853871599231848,4.132879383997019,13.0156571659275,9.909265909862464,1.2911598090044842,30.674132767429594,76.72552217961032,7.558518868819987,194,D,20.116019287109374
-4.232903480529785,3.94815731048584,0.29466432795034714,0.846402322987126,-5.003392219543457,9.891928672790527,0.5886343681866332,1.62359741434789,-16.168302536010742,41.9342155456543,9.530228221509123,4.8003834830242,0.25324385362157503,42.32342103563427,10.14609898307239,3.8355429740324856,30.67424120888324,76.72543053558283,7.33708134074083,193,D,22.116019287109374
-1.0408778190612793,2.967100143432617,0.39319159350975613,0.5637383789264738,-3.687339782714844,4.130012035369873,0.9311427614637144,1.227713941361941,2.4047868251800537,16.752151489257812,9.83498458541119,1.7427050113653397,2.441430911437352,17.259604414279778,9.97589099009344,1.7584795872594785,30.674356327352086,76.72533659685331,8.257349978903235,193,D,24.116019287109374
-1.938186287879944,2.4909284114837646,0.3154186562133152,0.6237557415476817,-5.850451469421387,8.839086532592773,0.6212784208531053,1.525095291545577,-15.596418380737305,26.380868911743164,9.684149964331345,4.133024674274201,0.44986337037908475,27.52093978510369,10.15170353117996,3.3178353761390666,30.67448481694857,76.72522587944964,9.119989135973585,193,D,26.116019287109374
