X_min,X_max,X_mean,X_std,Y_min,Y_max,Y_mean,Y_std,Z_min,Z_max,Z_mean,Z_std,mag_min,mag_max,mag_mean,mag_std,latitude,longitude,speed,n_samples,route,window_start
-0.0933200865983963,1.1413763761520386,0.45891819629131964,0.26810752274357946,-1.7443677186965942,2.084148406982422,0.329831709473786,0.6115816869748762,8.22413158416748,11.13619613647461,9.8467926075584,0.46478039468863136,8.253053584027057,11.36389644556354,9.885184873483304,0.4730477350828274,30.66240781656302,76.73458940776749,2.558205300489538,190,C,0.1181337890625
-0.5623133182525635,1.6821542978286743,0.3977044799601553,0.3856451582352631,-1.155733346939087,3.6993038654327393,0.9678161689442211,1.1335701684549664,7.800601959228516,11.803793907165527,9.809233850765722,0.7103670283242305,7.821902760072559,12.313988322777693,9.932538903729743,0.773887255977942,30.662450599023643,76.73455809583636,3.1385925040661005,193,C,2.1181337890625
-0.397208571434021,1.25144624710083,0.4773247239307785,0.35225520585893755,-1.6917256116867063,1.1413763761520386,-0.12043460880990087,0.6283839333537312,8.700303077697754,11.042876243591309,9.879803514233524,0.45264248704066967,8.740983681565005,11.070510784801746,9.918404892749983,0.4493779803631675,30.662502098848204,76.73452164982946,3.4004138280274194,193,C,4.1181337890625
-0.9978070259094238,1.5601203441619873,0.3014088670477039,0.4809313765209171,-1.435693621635437,3.6945180892944336,1.2778912692962918,1.2461318229394025,7.783852100372314,12.167503356933594,9.80649389751217,0.8356803909428632,7.801946521691919,12.409235877646934,9.975573025715493,0.9282348822957153,30.66255364998897,76.73448816805767,3.835702515616952,193,C,6.1181337890625
-1.2634103298187256,1.6079767942428589,0.25456905313719236,0.5056189634096101,-2.383251428604126,2.1535403728485107,-0.8216680201262699,0.9813107436468893,7.989634990692139,11.557332992553713,9.905207078073927,0.4530277466628008,8.040320799029582,11.593790063887624,10.00373502671159,0.4496798460965406,30.662622846231283,76.73444009032654,4.46280149730251,193,C,8.118133789062501
-0.1531406491994857,1.428515076637268,0.4392503274440611,0.3061535753150306,-2.4430718421936035,2.3712873458862305,0.09841568042750957,0.6576758946400776,8.71226692199707,11.14576816558838,9.861417221899478,0.3137550692124133,8.753355370726526,11.397686970745003,9.897524353350185,0.33748723391357777,30.66266963218886,76.73440381019888,2.493657765951871,193,C,10.118133789062501
-0.2991028428077698,1.3304094076156616,0.5138865561644339,0.3170238651207399,-0.6221339106559753,1.892722725868225,0.5910891836914451,0.5007864507725677,8.583054542541504,10.789237022399902,9.817416527110678,0.38580873474311456,8.609164438189579,10.916979780685582,9.86602827231627,0.3959277616725429,30.662709914331256,76.73437480944843,2.7816062994337347,193,C,12.118133789062501
-0.5120640397071838,1.2658032178878784,0.45358246899031374,0.28162756896621355,-0.1842473447322845,1.4620146751403809,0.72452934054957,0.38395020902420507,8.934800148010254,10.631311416625977,9.839956194625618,0.2639186854699509,8.95109416450102,10.65759351592902,9.888435790871638,0.2657823669925191,30.662757870991005,76.73434252744569,3.45953591581109,193,C,14.118133789062501
-0.2656033039093017,0.6317051649093628,0.2242682322587123,0.19809586520919256,-3.464807271957397,1.2490534782409668,-0.5585939057528432,1.3581673734851976,9.43489933013916,10.289137840270996,9.915187549096933,0.21162764312472881,9.447775860445278,10.690601714350752,10.02595254080324,0.2866880193166593,30.662822894932933,76.73429993154338,4.395557399614156,193,C,16.1181337890625
-0.1387837082147598,0.5264210104942322,0.21045681078184802,0.16271563966997213,-1.3351950645446775,0.4713860750198364,0.026122680059368745,0.5867221346272243,9.671789169311523,10.119247436523438,9.854251145081198,0.10711567048896521,9.679075299280466,10.211278512834744,9.87521249826048,0.11666712335165522,30.662867564599484,76.7342683877945,2.08465544647489,193,C,18.1181337890625
-0.0023928226437419,0.4139583110809326,0.17528355733969206,0.08607935523450663,-0.4091726839542389,0.4115654826164245,0.15176446610395772,0.268720728840801,9.382257461547852,10.26760196685791,9.876790797772186,0.160971519182383,9.391661710530727,10.272421054723432,9.883546852040588,0.16058387408326805,30.662896892582644,76.73424643266718,1.7674179349085994,193,C,20.1181337890625
-0.6843472719192505,1.2897313833236694,0.236161727635862,0.31485245745557355,-1.1772687435150146,2.945564746856689,0.9117270981528095,0.7668539819619143,8.080561637878418,12.145967483520508,9.820353773451343,0.5654098021290763,8.138863517334645,12.463463880882694,9.897283495643169,0.6140290299943086,30.662921079829776,76.73422880843732,1.6678409508872447,194,C,22.1181337890625
