time,seconds_elapsed,z,y,x
1771680910354205700,0.192205810546875,0,0,0
1771680910364562400,0.2025625,-0.17108631134033203,-0.05621802806854248,-0.04920303449034691
1771680910374919400,0.21291943359375,0.06939220428466797,-0.04375946521759033,0.18513081967830658
1771680910395633200,0.233633056640625,0.08471107482910156,-0.011911660432815552,0.43238455057144165
1771680910416346600,0.2543466796875,-0.14531707763671875,-0.003181934356689453,0.02419939637184143
1771680910426703600,0.26470361328125,-0.047636985778808594,-0.036157310009002686,-0.1664198935031891
1771680910437060400,0.275060302734375,-0.016831398010253906,0.08296239376068115,-0.2649533748626709
1771680910447417300,0.285417236328125,-0.006510734558105469,-0.017906248569488525,-0.1529260277748108
1771680910457774000,0.295774169921875,0.041973114013671875,-0.0033122897148132324,0.17126062512397766
1771680910468130800,0.306130859375,0.13062095642089844,0.020886123180389404,0.40676984190940857
1771680910478487800,0.31648779296875,0.14265823364257812,0.03214704990386963,0.33620601892471313
1771680910488844500,0.326844482421875,0.03691291809082031,0.12511807680130005,-0.056038737297058105
1771680910499201300,0.337201171875,-0.14645099639892578,0.09640371799468994,-0.3555999994277954
1771680910509558300,0.347558349609375,-0.28533267974853516,0.018676280975341797,-0.35188955068588257
1771680910519915000,0.3579150390625,0.07831573486328125,-0.002835512161254883,0.023764103651046753
1771680910530271700,0.368271728515625,-0.0841989517211914,-0.038927435874938965,0.2840158939361572
1771680910540628700,0.378628662109375,0.1832141876220703,0.053643763065338135,0.38887548446655273
1771680910550985500,0.3889853515625,0.026305198669433594,0.027658522129058838,0.1789792776107788
1771680910561342200,0.39934228515625,-0.16637134552001953,-0.005663037300109863,-0.02544379234313965
1771680910571699200,0.40969921875,0.09014701843261719,-0.012590587139129639,-0.2338675856590271
1771680910582056000,0.420055908203125,-0.1357574462890625,0.024729430675506592,-0.3183078169822693
1771680910592413000,0.430412841796875,0.11988353729248047,-0.042945683002471924,-0.1221885085105896
1771680910602769700,0.440769775390625,-0.09390735626220703,-0.09179434180259705,0.274617463350296
1771680910613126400,0.45112646484375,0.19961833953857422,-0.04948556423187256,0.42288729548454285
1771680910623483400,0.4614833984375,0.11158180236816406,-0.0364762544631958,0.2462586760520935
1771680910633840000,0.471840087890625,0.09372901916503906,0.049793541431427,-0.14001381397247314
1771680910644196900,0.48219677734375,-0.19136524200439453,0.07570147514343262,-0.40991103649139404
1771680910654553900,0.492553955078125,-0.004534721374511719,-0.1629050076007843,-0.27881312370300293
1771680910664910600,0.50291064453125,-0.020578384399414062,0.032322585582733154,0.039943426847457886
1771680910675267600,0.513267578125,0.1979808807373047,-0.11244216561317444,0.33036357164382935
1771680910685624300,0.523624267578125,0.11771774291992188,0.09034961462020874,0.2814159095287323
1771680910695981000,0.53398095703125,0.0747671127319336,-0.04491627216339111,0.06451350450515747
1771680910706338000,0.544338134765625,-0.1993541717529297,-0.05083572864532471,-0.13879823684692383
1771680910716694800,0.55469482421875,0.1458301544189453,0.00630950927734375,-0.33021417260169983
1771680910727051500,0.565051513671875,-0.2189655303955078,-0.01245582103729248,-0.29358363151550293
1771680910737408500,0.575408447265625,0.07805347442626953,-0.02828514575958252,-0.05592045187950134
1771680910747765200,0.58576513671875,-0.05683612823486328,-0.07888814806938171,0.25782620906829834
1771680910758122200,0.596122314453125,0.19653987884521484,0.03036332130432129,0.4009571373462677
1771680910768479000,0.60647900390625,0.039977073669433594,0.02466559410095215,0.13299420475959778
1771680910778835700,0.616835693359375,-0.012384414672851562,0.05668318271636963,-0.27370786666870117
1771680910789192700,0.627192626953125,-0.1266155242919922,0.020152032375335693,-0.4495057761669159
1771680910799549400,0.637549560546875,-0.2827291488647461,-0.162424236536026,-0.21097242832183838
1771680910809906200,0.64790625,0.1119537353515625,0.06121176481246948,0.14645496010780334
1771680910820263200,0.65826318359375,-0.023900985717773438,-0.026573359966278076,0.3208748400211334
1771680910830620000,0.668619873046875,0.3067951202392578,0.14005112648010254,0.2585894465446472
