time,seconds_elapsed,z,y,x
1773047900526922000,0.210921875,0.37151068449020386,0.23861905932426453,0.24181485176086426
1773047900546875100,0.230875244140625,0.41944757103919983,0.3249054253101349,0.32277488708496094
1773047900566750000,0.25075,0.5099949836730957,0.3962780833244324,0.35899385809898376
1773047900596767000,0.28076708984375,0.49827706813812256,0.52837073802948,0.10865689069032669
1773047900616714000,0.3007138671875,0.4961465299129486,0.6741787195205688,0.018242640420794487
1773047900626688800,0.310688720703125,0.525973916053772,0.7114629745483398,-0.01584579609334469
1773047900636665900,0.320665771484375,0.5760413408279419,0.7146587371826172,-0.02756369672715664
1773047900646642000,0.330641845703125,0.6323671340942383,0.7093324065208435,-0.003062632866203785
1773047900656618800,0.34061865234375,0.6664555668830872,0.6613955497741699,0.03635212033987045
1773047900666595000,0.350594970703125,0.6568682193756104,0.5347623229026794,0.07350318878889084
1773047900676571600,0.360571533203125,0.6355628967285156,0.38456016778945923,0.08735162019729614
1773047900686451700,0.37045166015625,0.6281060576438904,0.25566327571868896,0.08522108942270279
1773047900696331800,0.380331787109375,0.6154560446739197,0.13528847694396973,0.07350318878889084
1773047900706499000,0.3904990234375,0.6058686971664429,0.05020054802298546,0.05659212917089462
1773047900716552000,0.400552001953125,0.5643234252929688,-0.05952160432934761,0.026764748618006706
1773047900736446000,0.420446044921875,0.48336338996887207,-0.21931114792823792,-0.07123950868844986
1773047900746325800,0.43032568359375,0.5025381445884705,-0.19374482333660126,-0.12237215787172318
1773047900756205800,0.440205810546875,0.513190746307373,-0.15646059811115265,-0.17457008361816406
1773047900766127900,0.4501279296875,0.4876244366168976,-0.09574057161808014,-0.19800588488578796
1773047900776086500,0.46008642578125,0.44288337230682373,-0.012650005519390106,-0.18948377668857574
1773047900786266600,0.4702666015625,0.3981422781944275,0.08748477697372437,-0.16178691387176514
1773047900796379000,0.48037890625,0.3512706756591797,0.1789642870426178,-0.11385004967451096
1773047900806266600,0.4902666015625,0.2990727722644806,0.24394537508487701,-0.048868969082832336
1773047900816261400,0.500261474609375,0.27244117856025696,0.2918822467327118,0.027830012142658234
1773047900826220000,0.510219970703125,0.2852243483066559,0.3238401412963867,0.10972215235233307
1773047900836200400,0.520200439453125,0.2905506491661072,0.3238401412963867,0.17257271707057953
1773047900846173400,0.53017333984375,0.2745717167854309,0.30892646312713623,0.21731378138065338
1773047900856150800,0.54015087890625,0.2522011697292328,0.34940648078918457,0.26098960638046265
1773047900866126600,0.550126708984375,0.22237378358840942,0.4090612530708313,0.2918822467327118
1773047900876103200,0.560103271484375,0.18402428925037384,0.3898864984512329,0.28975170850753784
1773047900886079700,0.570079833984375,0.16911059617996216,0.3621896505355835,0.2684464454650879
1773047900896056300,0.580056396484375,0.1712411344051361,0.3941475450992584,0.2492716908454895
1773047900906033000,0.590032958984375,0.15845796465873718,0.4186486005783081,0.22796641290187836
1773047900916009500,0.600009521484375,0.12223900109529495,0.4474107325077057,0.19387798011302948
1773047900925889300,0.60988916015625,0.08282424509525299,0.5123918056488037,0.15233269333839417
1773047900935707000,0.619706787109375,0.06804371625185013,0.45486757159233093,0.055526867508888245
1773047900945706200,0.629706298828125,0.0913463607430458,0.26631590723991394,-0.07763108611106873
1773047900955664400,0.639664306640625,0.10412952303886414,0.03209106624126434,-0.21824589371681213
1773047900965659100,0.6496591796875,0.08921582996845245,-0.20865851640701294,-0.3663175404071808
