route,latitude,longitude,speed,event_type,severity,confidence,gyro_peak,z_kurtosis,dip_magnitude,bump_magnitude,accel_x_peak,total_z_dev,cluster
Route_1,30.637138675370988,76.73396093118687,2.8330605057620097,Speed Bump,4.2665224,0.55,0.34365803816216706,-0.499261225074207,3.7501764869689946,3.360694351196287,2.691245079040528,3.7501764869689946,5
Route_1,30.6370882307151,76.73401021351116,3.7892531942228516,Speed Bump,5.648019,0.65,0.19826007552544417,-0.26833617483676253,4.535620746612549,3.532977523803712,4.296050548553467,4.535620746612549,5
Route_1,30.637023896201452,76.73406630001864,4.478015007396925,Speed Bump,8.926425,0.55,0.3065247300564114,0.38872749705739285,8.02136510372162,6.856009902954101,6.229703903198242,8.02136510372162,5
Route_1,30.636955286914226,76.734116760917,4.081757622027324,Speed Bump,6.026563,0.65,0.2411117397052255,0.2765690400978942,4.223955688476563,4.385420265197753,3.3324179649353027,4.385420265197753,5
Route_1,30.636904054566845,76.73415503906106,2.98713513465785,Speed Bump,5.8657656,0.65,0.24437245973174176,0.47562998850079374,4.712689456939698,3.6669754409790034,2.677525043487549,4.712689456939698,5
Route_1,30.63686370194617,76.73418778033201,2.6907184156240875,Speed Bump,5.02744,0.65,0.19857459259968707,0.3413872132397473,3.2901564216613775,3.891900482177734,2.430210590362549,3.891900482177734,5
Route_1,30.636820337797314,76.73421934676578,2.595729457863617,Speed Bump,2.8789246,0.55,0.4477505114565686,-0.28221308352916674,2.3521700477600103,2.4460377120971675,2.978649139404297,2.4460377120971675,5
Route_1,30.636778885058725,76.73422189437122,2.2739272510359445,Speed Bump,4.8120856,0.55,0.4929065605854624,0.38740907736010133,4.286169109344483,3.7339739227294917,3.767155647277832,4.286169109344483,5
Route_1,30.63674278654487,76.73418474479787,2.8851544586891738,Speed Bump,6.682795,0.55,0.41350487669905095,-0.4040003689863956,5.880985317230225,5.257006111145019,4.900055885314941,5.880985317230225,5
Route_1,30.636702673259617,76.73412375727402,3.8224794794265846,Speed Bump,7.12786,0.55,0.36343922403431855,0.08106084503364785,6.920068559646607,4.959698143005372,4.516488552093506,6.920068559646607,5
Route_1,30.636654571569256,76.73405690464119,3.95206596329748,Speed Bump,6.5248685,0.55,0.3068329382411791,0.5214536684124518,6.6568580245971685,4.21792263031006,4.473687171936035,6.6568580245971685,5
Route_1,30.63662530417255,76.73400157657639,2.610722324753239,Speed Bump,2.511028,0.55,0.3049930422318878,0.2550821685483724,2.1457892036437993,2.0392574691772456,1.997464299201965,2.1457892036437993,5
Route_1,30.636650497090407,76.73392889451323,2.414668614166012,Pothole,5.3963027,0.8074757,0.5100315100777086,-0.07905868412896133,4.392051277160644,5.137364807128906,2.7455105781555176,5.137364807128906,77
Route_1,30.636710183225333,76.73388714113482,4.101290489350645,Speed Bump,6.0835123,0.65,0.17390331974024328,-0.10945301393728624,5.071612892150879,3.6191191101074214,4.753019332885742,5.071612892150879,5
Route_1,30.636803897563382,76.73380745858408,6.6348929465301385,Speed Bump,5.138407,0.65,0.18134064421286802,0.6613484579330495,4.736617622375489,2.6039642715454097,3.4225807189941406,4.736617622375489,5
Route_1,30.636931640862215,76.73369449744271,8.82967361183389,Speed Bump,4.192883,0.65,0.16411284723876748,0.7996289264561551,3.232728538513184,2.757104339599609,2.116209030151367,3.232728538513184,5
Route_1,30.637066135295136,76.73358098453878,9.545572604586985,Speed Bump,4.236851,0.65,0.13256006760518235,-0.3474281457782413,3.7741046524047857,2.278540077209472,2.5539400577545166,3.7741046524047857,5
Route_1,30.637218064523896,76.7334502410809,10.599522556248099,Speed Bump,3.0940988,0.65,0.11555042033815816,-0.028982674032991707,2.4191690063476567,2.000972213745115,3.0559301376342773,2.4191690063476567,6
Route_1,30.63736925122646,76.73331821453822,10.532779506956395,Speed Bump,4.1124845,0.65,0.18269814885260355,-0.22715792017089953,3.0843735313415532,2.790604057312011,3.6632754802703857,3.0843735313415532,7
Route_1,30.63750844711602,76.7331894600922,9.437894625966258,Speed Bump,3.9952364,0.65,0.15497664552627022,-0.06960119304953638,3.184872207641602,2.5226082229614253,2.600947380065918,3.184872207641602,7
Route_1,30.637773234570812,76.73295432560053,2.090977743724684,Pothole,10.0,1.0,3.8397518364039933,-0.390745726745068,4.68397575378418,3.4946922683715815,6.3197784423828125,4.68397575378418,78
Route_1,30.637803,76.7329092,2.8419593360838156,Pothole,10.0,0.95,3.047897247501875,0.28259441583443357,4.904115257263184,5.826497497558593,7.042612075805664,5.826497497558593,78
Route_2,30.647900725808206,76.7379487516164,2.2048076325981407,Pothole,6.699881,0.9665835,1.727711223303834,2.5232565484575105,2.7398071861267095,4.595988693237304,2.9463069438934326,4.595988693237304,79
Route_2,30.647873757432162,76.7378965691211,3.1577371667338077,Speed Bump,3.5027936,0.65,0.09830655928335555,0.3094826835853799,2.940804538726807,2.063186111450195,1.9643975496292116,2.940804538726807,8
Route_2,30.647842886524543,76.73784123299446,3.1219920630809934,Speed Bump,4.306363,0.55,0.31653941858851614,1.0068483727092747,3.3140845870971685,3.8631872558593763,3.200606346130371,3.8631872558593763,8
Route_2,30.647809712969437,76.73778308796373,3.6570804945641244,Speed Bump,4.3239503,0.55,0.3216736104495369,0.3955014121573259,2.72545057296753,4.4811329269409175,3.2991437911987305,4.4811329269409175,8
Route_2,30.6477661654604,76.73771356596077,4.283822263228376,Pothole,5.78112,0.7757634,0.533082539268394,1.088095351553827,4.49733549118042,4.193994941711425,2.798270463943481,4.49733549118042,80
Route_2,30.647721671905604,76.73764587108558,3.824718481361451,Pothole,5.4217825,0.8215942,0.6594835978138915,-0.10320846963846053,4.123457012176514,3.3750509643554683,2.138282299041748,4.123457012176514,80
Route_2,30.647685925970173,76.7375847454478,3.289542829827068,Pothole,4.284527,0.7868672,0.6521100117760633,-0.08962459802537959,2.9982319450378423,3.43726390838623,2.7417237758636475,3.43726390838623,80
Route_2,30.64765429696355,76.73752927314919,3.1699397231684605,Speed Bump,2.9027333,0.65,0.15627292570509518,-0.4221740607853208,1.7772946929931646,2.3694672012329097,3.09488296508789,2.3694672012329097,8
Route_2,30.647619387760564,76.73746784066046,3.820868380429916,Speed Bump,5.805466,0.65,0.26680133959088553,0.2948209478274224,4.406408367156983,3.8871149444580073,2.9030001163482666,4.406408367156983,8
Route_2,30.647578179455586,76.73739423135956,4.411938075914179,Speed Bump,5.421538,0.55,0.37993908984349245,0.8646902701401986,5.038113651275635,3.997783126831056,2.383479118347168,5.038113651275635,8
Route_2,30.647532286208797,76.73731606223359,4.661868055384459,Speed Bump,4.884229,0.55,0.3063133588986379,0.33807105397014636,3.955959377288819,4.184422912597656,2.147369384765625,4.184422912597656,8
Route_2,30.647485403795322,76.73723190795181,4.720695064155016,Speed Bump,4.6746187,0.55,0.37812324535708736,-0.35028358179463925,3.7262483215332036,4.064782562255859,2.424294948577881,4.064782562255859,8
Route_2,30.647554245350356,76.73709353809517,2.6158746773691366,Pothole,5.2429414,0.8283525,0.7610087033675789,0.6433673603903403,3.5922504043579107,3.475549163818359,3.398597240447998,3.5922504043579107,81
Route_2,30.647580538585235,76.73714855696518,3.258247772522863,Pothole,10.0,1.0,1.6513270793163466,3.436126876306175,8.126649317741395,12.908654632568359,6.664974212646484,12.908654632568359,81
Route_2,30.647612706683002,76.73720910263428,3.6444137614699046,Pothole,5.8397074,0.85695213,0.8874611595825452,0.47234356603029903,3.9703164672851567,4.083924713134765,3.57668685913086,4.083924713134765,81
Route_2,30.647652369416576,76.73727434139707,4.17038834261373,Pothole,5.2236576,0.8256637,0.7724586934001623,-0.14182688495730789,3.707105693817139,2.9006742858886714,2.4709877967834477,3.707105693817139,81
