time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1771681651658101200,0.471101318359375,3.7898387908935547,0.15620499849319458,8.5237398147583,3.809000015258789,2.640000104904175,322,273.4000244140625,76.7265061,30.672904
1771681652658047000,1.471046875,2.3054561614990234,0.12041594833135605,8.53373908996582,3.806999921798706,3.609999895095825,323,273.4000244140625,76.7264862,30.6729269
1771681653658314200,2.471314208984375,1.7872384786605835,0.12041594833135605,8.543742179870605,3.806999921798706,4.699999809265137,322,273.4000244140625,76.7264581,30.672958
1771681654658303000,3.471302978515625,1.247620940208435,0.09899494796991348,10.14568042755127,3.805000066757202,5.940000057220459,322,279.70001220703125,76.7264199,30.6730003
1771681655658613000,4.471613037109375,1.260288953781128,0.12727922201156616,10.155683517456055,3.805000066757202,6.639999866485596,324,279.70001220703125,76.7263833,30.673044
1771681656658862300,5.4718623046875,1.3599793910980225,0.14866068959236145,10.165685653686523,3.805000066757202,7.21999979019165,326,279.70001220703125,76.7263407,30.6730996
1771681657658084000,6.471083984375,1.1923729181289673,0.16278821229934692,10.175678253173828,3.806999921798706,8.390000343322754,328,279.70001220703125,76.7262961,30.673162
1771681658658337000,7.4713369140625,0.9108359217643738,0.12727922201156616,10.185680389404297,3.806999921798706,9.239999771118164,327,279.70001220703125,76.726248,30.6732264
1771681659658569200,8.4715693359375,1.1130672693252563,0.16278821229934692,10.195683479309082,3.811000108718872,9.15999984741211,326,279.70001220703125,76.7261928,30.673301
1771681660658848500,9.4718486328125,0.922008216381073,0.1345362365245819,10.20568561553955,3.811000108718872,9.270000457763672,325,279.70001220703125,76.7261428,30.6733653
1771681661658580200,10.471580322265625,0.9242709279060364,0.14212670922279358,10.215682983398438,3.811000108718872,9.720000267028809,326,279.70001220703125,76.7260866,30.6734377
1771681662658878200,11.471878173828125,0.9912302494049072,0.16278821229934692,10.225686073303223,3.809999942779541,10.279999732971191,324,279.70001220703125,76.7260225,30.6735167
1771681663658555100,12.47155517578125,0.7953568696975708,0.1345362365245819,10.235682487487793,3.811000108718872,10.699999809265137,323,279.70001220703125,76.725961,30.6735891
1771681664658989300,13.4719892578125,0.8312888145446777,0.1345362365245819,10.245687484741211,3.809000015258789,10.59000015258789,324,279.70001220703125,76.7258966,30.6736675
1771681665658140700,14.471140625,0.8471716642379761,0.12727922201156616,10.2556791305542,3.808000087738037,10.050000190734863,324,279.70001220703125,76.7258351,30.6737426
1771681666657385700,15.4703857421875,0.9541261196136475,0.12727922201156616,10.265670776367188,3.808000087738037,8.960000038146973,325,279.70001220703125,76.7257804,30.6738122
1771681667657588200,16.470588134765624,1.246399164199829,0.15620499849319458,10.275672912597656,3.809000015258789,8.119999885559082,325,279.70001220703125,76.7257284,30.6738785
1771681668657844000,17.470843994140626,1.0936760902404785,0.12041594833135605,10.285676002502441,3.808000087738037,7.679999828338623,325,279.70001220703125,76.725685,30.6739335
1771681669657604000,18.47060400390625,1.1528452634811401,0.12727922201156616,10.295673370361328,3.806999921798706,7.329999923706055,325,279.70001220703125,76.7256408,30.6739885
1771681670657337900,19.470337890625,1.3721004724502563,0.15620499849319458,10.305670738220215,3.809000015258789,7.269999980926514,324,279.70001220703125,76.7255942,30.6740463
1771681671657087500,20.47008740234375,1.1398957967758179,0.12727922201156616,10.315668106079102,3.809000015258789,7.409999847412109,324,279.70001220703125,76.7255524,30.6740968
1771681672657392600,21.470392578125,1.0931261777877808,0.12041594833135605,10.325671195983887,3.809000015258789,7.639999866485596,324,279.70001220703125,76.7255056,30.6741525
1771681673657214200,22.470214111328126,1.35111403465271,0.16278821229934692,10.33566951751709,3.808000087738037,7.349999904632568,323,279.70001220703125,76.7254576,30.6742093
1771681674657022700,23.470022705078126,1.1126790046691895,0.12041594833135605,10.345667839050293,3.808000087738037,7.329999923706055,324,279.70001220703125,76.7254157,30.6742587
1771681675657267200,24.47026708984375,1.5726131200790405,0.14866068959236145,10.355669975280762,3.809000015258789,7.869999885559082,325,279.70001220703125,76.7253661,30.6743194
1771681676657529000,25.470529052734374,1.5784811973571777,0.12041594833135605,10.365673065185547,3.808000087738037,8.470000267028809,325,279.70001220703125,76.7253204,30.6743766
1771681677657748500,26.47074853515625,0.9304649233818054,0.12041594833135605,10.375675201416016,3.808000087738037,8.920000076293945,324,279.70001220703125,76.7252642,30.6744394
1771681678657971200,27.47097119140625,1.10926353931427,0.16278821229934692,10.385677337646484,3.809000015258789,9.229999542236328,324,279.70001220703125,76.7252048,30.6745098
1771681679657211600,28.470211669921873,0.8901641964912415,0.12727922201156616,10.395669937133789,3.809000015258789,9.470000267028809,323,279.70001220703125,76.7251499,30.6745741
1771681680657600500,29.4706005859375,1.0469478368759155,0.16278821229934692,10.405673027038574,3.809000015258789,9.550000190734863,323,279.70001220703125,76.7250866,30.6746471
1771681681657845000,30.470844970703126,0.8719755411148071,0.12727922201156616,10.41567611694336,3.809000015258789,9.710000038146973,322,279.70001220703125,76.7250282,30.6747128
1771681682657241000,31.470240966796876,0.8796080350875854,0.12727922201156616,10.42566967010498,3.809000015258789,9.529999732971191,322,279.70001220703125,76.7249677,30.674781
1771681683657502000,32.470501953125,1.065200686454773,0.15620499849319458,10.435672760009766,3.809999942779541,9.300000190734863,322,279.70001220703125,76.7249044,30.6748524
1771681684657748500,33.47074853515625,0.8825041055679321,0.12727922201156616,10.445674896240234,3.809000015258789,9.470000267028809,323,279.70001220703125,76.7248486,30.6749162
1771681685657544400,34.47054443359375,0.9141292572021484,0.1345362365245819,10.455673217773438,3.809000015258789,9.680000305175781,324,279.70001220703125,76.7247902,30.6749861
1771681686657346300,35.47034619140625,1.0453356504440308,0.15620499849319458,10.465670585632324,3.809000015258789,9.5600004196167,324,279.70001220703125,76.7247276,30.675061
1771681687657087500,36.47008740234375,0.9342679381370544,0.1345362365245819,10.475667953491211,3.809000015258789,9.130000114440918,324,279.70001220703125,76.7246748,30.6751238
1771681688657336800,37.4703369140625,1.0336716175079346,0.14866068959236145,10.485671043395996,3.809000015258789,8.569999694824219,323,279.70001220703125,76.7246201,30.6751882
1771681689657588000,38.470587890625,1.3721295595169067,0.16970562934875488,10.495673179626465,3.809999942779541,7.559999942779541,324,279.70001220703125,76.7245697,30.6752486
1771681690657836000,39.4708359375,1.293705940246582,0.1345362365245819,10.505675315856934,3.811000108718872,6.619999885559082,324,279.70001220703125,76.7245299,30.6752955
1771681691657601300,40.47060131835938,1.5187209844589233,0.16278821229934692,10.515673637390137,3.811000108718872,6.630000114440918,323,279.70001220703125,76.7244866,30.6753464
1771681692657858000,41.47085815429688,1.2934561967849731,0.14866068959236145,10.525675773620605,3.812000036239624,7.099999904632568,323,279.70001220703125,76.7244462,30.675394
1771681693657140500,42.47014038085938,1.139599323272705,0.1414213627576828,10.53566837310791,3.811000108718872,7.710000038146973,322,279.70001220703125,76.7243997,30.6754484
1771681694657473000,43.47047314453125,1.309436321258545,0.15620499849319458,10.545672416687012,3.812000036239624,7.690000057220459,322,279.70001220703125,76.724348,30.6755072
1771681695657245000,44.47024487304687,1.2194421291351318,0.1345362365245819,10.555669784545898,3.809999942779541,7.03000020980835,318,279.70001220703125,76.7243027,30.6755538
1771681696657043200,45.47004321289062,1.305816411972046,0.1345362365245819,10.565668106079102,3.809999942779541,6.630000114440918,317,279.70001220703125,76.7242563,30.675599
1771681697657784000,46.4707841796875,1.182952880859375,0.12727922201156616,10.575675010681152,3.808000087738037,7.239999771118164,319,279.70001220703125,76.7242077,30.6756478
1771681698657287700,47.47028759765625,1.058514952659607,0.1345362365245819,10.585670471191406,3.808000087738037,8.100000381469727,321,279.70001220703125,76.7241569,30.6757025
1771681699657113600,48.47011352539062,1.1080230474472046,0.16278821229934692,10.59566879272461,3.809000015258789,9.069999694824219,321,279.70001220703125,76.7240968,30.6757694
1771681700657268200,49.47026831054688,0.8333582878112793,0.12727922201156616,10.605669975280762,3.808000087738037,10.029999732971191,322,279.70001220703125,76.7240391,30.6758344
1771681701657609500,50.470609375,0.7759069204330444,0.1345362365245819,10.615673065185547,3.808000087738037,10.979999542236328,323,279.70001220703125,76.7239719,30.6759119
1771681702657429500,51.47042944335937,0.8477307558059692,0.16278821229934692,10.62567138671875,3.809000015258789,11.920000076293945,323,279.70001220703125,76.7238958,30.6760017
1771681703657614800,52.47061474609375,0.6954016089439392,0.12727922201156616,10.635673522949219,3.809999942779541,12.279999732971191,324,279.70001220703125,76.7238254,30.6760863
1771681704657483800,53.47048388671875,0.8241361975669861,0.16278821229934692,10.645671844482422,3.809999942779541,12.180000305175781,325,279.70001220703125,76.7237481,30.6761827
1771681705657800000,54.470800048828124,0.8588181734085083,0.16278821229934692,10.655674934387207,3.812000036239624,11.890000343322754,326,279.70001220703125,76.7236776,30.6762725
1771681706657555000,55.47055493164063,0.7368588447570801,0.1345362365245819,10.66567325592041,3.811000108718872,11.619999885559082,326,279.70001220703125,76.723614,30.6763552
1771681707657780700,56.47078076171875,0.873068630695343,0.15620499849319458,10.675675392150879,3.811000108718872,11.460000038146973,326,279.70001220703125,76.7235447,30.6764471
1771681708657395200,57.470395263671875,0.7332872748374939,0.12041594833135605,10.685670852661133,3.809999942779541,11.479999542236328,325,279.70001220703125,76.7234809,30.6765272
1771681709657612800,58.47061279296875,0.7159751057624817,0.12727922201156616,10.695673942565918,3.809000015258789,11.819999694824219,324,279.70001220703125,76.7234105,30.6766126
1771681710657360600,59.47036059570313,0.8539154529571533,0.16278821229934692,10.705671310424805,3.809999942779541,12.079999923706055,323,279.70001220703125,76.7233318,30.6767063
1771681711657600000,60.47060009765625,0.7388005256652832,0.14866068959236145,10.715673446655273,3.809999942779541,11.90999984741211,323,279.70001220703125,76.7232631,30.6767872
1771681712657807600,61.4708076171875,0.7487156391143799,0.1414213627576828,10.725675582885742,3.808000087738037,11.65999984741211,323,279.70001220703125,76.7231893,30.6768735
1771681713657030400,62.470030517578124,0.7656704783439636,0.1345362365245819,10.73566722869873,3.808000087738037,11.34000015258789,323,279.70001220703125,76.7231185,30.6769563
1771681714657814500,63.470814453125,0.7824127078056335,0.1345362365245819,10.745675086975098,3.809000015258789,11.079999923706055,322,279.70001220703125,76.7230484,30.6770371
1771681715657041700,64.47004174804688,0.944471538066864,0.1702938675880432,10.755667686462402,3.809999942779541,11.0600004196167,323,279.70001220703125,76.7229759,30.6771224
1771681716657541400,65.47054125976562,1.107253909111023,0.3330165147781372,10.76567268371582,3.812999963760376,10.430000305175781,325,279.70001220703125,76.7229159,30.6771957
1771681717657779000,66.47077905273437,0.918834924697876,0.1345362365245819,10.775674819946289,3.812999963760376,9.4399995803833,325,279.70001220703125,76.722857,30.6772676
1771681718657415400,67.47041552734375,1.1380170583724976,0.16278821229934692,10.78567123413086,3.816999912261963,9.029999732971191,325,279.70001220703125,76.7227991,30.6773396
1771681719657603300,68.47060327148438,1.0114805698394775,0.1414213627576828,10.795673370361328,3.815000057220459,8.699999809265137,325,279.70001220703125,76.7227502,30.677401
1771681720657862000,69.47086181640626,1.24648118019104,0.1702938675880432,10.805676460266113,3.816999912261963,8.369999885559082,325,279.70001220703125,76.7226972,30.6774677
1771681721657113900,70.47011376953125,1.282580018043518,0.17691805958747864,10.815668106079102,3.816999912261963,8.109999656677246,324,279.70001220703125,76.7226478,30.6775282
1771681722657370000,71.4703701171875,1.2493419647216797,0.1414213627576828,10.825671195983887,3.812000036239624,7.110000133514404,324,279.70001220703125,76.722607,30.6775783
1771681723657037800,72.47003784179688,1.8002290725708008,0.17691805958747864,10.835667610168457,3.813999891281128,5.909999847412109,324,279.70001220703125,76.7225665,30.6776275
1771681724657608000,73.47060791015625,1.92864990234375,0.1414213627576828,10.845673561096191,3.813999891281128,4.619999885559082,322,279.70001220703125,76.7225375,30.6776607
1771681725657863700,74.47086376953125,2.417454957962036,0.1414213627576828,10.85567569732666,3.812000036239624,3.6600000858306885,319,279.70001220703125,76.7225117,30.6776881
