Time,SensorType,Value1,Value2,Value3,Latitude,Longitude,Speed,Pothole
19:15:36.156,Gyroscope,-0.004661,-0.007057,0.014647,,,0.00,0
19:15:36.166,Accelerometer,0.361914,-1.085743,9.901500,,,0.00,0
19:15:36.183,Gyroscope,0.000399,-0.028363,0.010519,,,0.00,0
19:15:36.191,Accelerometer,0.260818,-0.662214,10.044471,,,0.00,0
19:15:36.207,Gyroscope,0.008655,0.000266,0.007590,,,0.00,0
19:15:36.208,Accelerometer,0.778266,-1.039681,9.977472,,,0.00,0
19:15:36.216,Gyroscope,0.007057,0.014647,0.008522,,,0.00,0
19:15:36.224,Accelerometer,0.451645,-0.467797,9.982258,,,0.00,0
19:15:36.242,Gyroscope,0.008256,0.007057,0.007324,,,0.00,0
19:15:36.242,Accelerometer,-0.109472,-0.979263,9.613165,,,0.00,0
19:15:36.257,Gyroscope,0.006525,-0.000932,0.011052,,,0.00,0
19:15:36.275,Accelerometer,-0.028714,-0.600000,9.846465,,,0.00,0
19:15:36.280,Gyroscope,-0.000666,0.002264,0.014781,,,0.00,0
19:15:36.281,Accelerometer,0.062812,-1.100698,9.736395,,,0.00,0
19:15:36.306,Gyroscope,0.009454,-0.015579,0.015846,,,0.00,0
19:15:36.309,Accelerometer,0.719043,-0.617946,9.872787,,,0.00,0
19:15:36.315,Gyroscope,0.001864,0.007191,0.011185,,,0.00,0
19:15:36.323,Accelerometer,0.191426,-0.693320,9.611969,,,0.00,0
19:15:36.340,Gyroscope,-0.000932,0.001465,0.008655,,,0.00,0
19:15:36.347,Accelerometer,0.149551,-1.109073,9.392427,,,0.00,0
19:15:36.358,Gyroscope,0.005593,-0.000799,0.004927,,,0.00,0
19:15:36.368,Accelerometer,0.466002,-0.485145,10.066007,,,0.00,0
19:15:36.385,Gyroscope,0.000799,0.009321,0.005726,,,0.00,0
19:15:36.385,Accelerometer,-0.069990,-0.773480,9.595219,,,0.00,0
19:15:36.406,Accelerometer,0.321236,-0.250050,9.588638,,,0.00,0
19:15:36.407,Gyroscope,-0.005992,0.015979,0.008389,,,0.00,0
19:15:36.415,Gyroscope,-0.012517,0.001065,0.010786,,,0.00,0
19:15:36.423,Accelerometer,-0.204586,-1.060020,9.215957,,,0.00,0
19:15:36.449,Gyroscope,-0.014115,-0.013316,0.011185,,,0.00,0
19:15:36.449,Accelerometer,0.268594,-0.330210,9.717851,,,0.00,0
19:15:36.455,Gyroscope,-0.025966,-0.003063,0.012517,,,0.00,0
19:15:36.464,Accelerometer,0.250050,-1.475175,9.577870,,,0.00,0
19:15:36.483,Gyroscope,-0.018243,-0.008788,0.010386,,,0.00,0
19:15:36.484,Accelerometer,0.250050,-0.519243,9.557532,,,0.00,0
19:15:36.508,Accelerometer,0.257228,-0.843470,9.464211,,,0.00,0
19:15:36.511,Gyroscope,-0.026765,0.010253,0.007590,,,0.00,0
19:15:36.515,Gyroscope,-0.025833,0.018376,0.009721,,,0.00,0
19:15:36.523,Accelerometer,0.547358,-0.765105,9.915857,,,0.00,0
19:15:36.541,Gyroscope,-0.021039,0.028096,0.010919,,,0.00,0
19:15:36.543,Accelerometer,-0.122034,-0.539581,10.174880,,,0.00,0
19:15:36.556,Gyroscope,-0.019175,0.023169,0.015313,,,0.00,0
19:15:36.565,Accelerometer,-0.019741,-1.076770,9.713663,,,0.00,0
19:15:36.580,Gyroscope,-0.017577,0.022504,0.019175,,,0.00,0
19:15:36.582,Accelerometer,-0.190828,-0.606581,9.905687,,,0.00,0
19:15:36.597,Gyroscope,-0.019707,-0.002397,0.024501,,,0.00,0
19:15:36.599,Accelerometer,-0.330210,-1.197010,9.586843,,,0.00,0
19:15:36.614,Gyroscope,-0.019175,0.015979,0.024767,,,0.00,0
19:15:36.622,Accelerometer,0.002393,-1.031307,9.753145,,,0.00,0
19:15:36.649,Gyroscope,-0.011452,-0.000932,0.025300,,,0.00,0
19:15:36.651,Accelerometer,0.025723,-0.287139,9.970892,,,0.00,0
19:15:36.655,Gyroscope,-0.013582,0.019574,0.022504,,,0.00,0
19:15:36.665,Accelerometer,-0.027517,-1.293919,9.588040,,,0.00,0
19:15:36.680,Gyroscope,-0.007723,0.009854,0.023169,,,0.00,0
19:15:36.682,Accelerometer,-0.073579,-0.502493,9.561121,,,0.00,0
19:15:36.712,Gyroscope,-0.008788,0.009587,0.025034,,,0.00,0
19:15:36.713,Accelerometer,-0.209970,-0.917049,10.188639,,,0.00,0
19:15:36.721,Gyroscope,-0.009321,0.009721,0.029961,,,0.00,0
19:15:36.722,Accelerometer,-0.239282,-0.683151,9.881161,,,0.00,0
19:15:36.741,Gyroscope,-0.005992,0.003995,0.030759,,,0.00,0
19:15:36.743,Accelerometer,-0.387637,-1.074976,9.752547,,,0.00,0
19:15:36.755,Gyroscope,-0.001465,-0.005060,0.035021,,,0.00,0
19:15:36.765,Accelerometer,0.159123,-0.806381,10.084551,,,0.00,0
19:15:36.780,Gyroscope,0.004394,-0.009721,0.033955,,,0.00,0
19:15:36.781,Accelerometer,-0.244666,-1.121037,9.827921,,,0.00,0
19:15:36.798,Gyroscope,0.004527,0.008788,0.030626,,,0.00,0
19:15:36.799,Accelerometer,0.147159,-0.464208,9.824331,,,0.00,0
19:15:36.816,Gyroscope,0.004661,0.008655,0.027031,,,0.00,0
19:15:36.823,Accelerometer,0.208774,-1.155733,10.118649,,,0.00,0
19:15:36.848,Gyroscope,0.016245,0.011585,0.026498,,,0.00,0
19:15:36.850,Accelerometer,-0.158524,-0.893121,10.808978,,,0.00,0
19:15:36.856,Gyroscope,0.022237,0.013049,0.028496,,,0.00,0
19:15:36.865,Accelerometer,0.138186,-0.969691,10.444073,,,0.00,0
19:15:36.882,Gyroscope,0.019441,0.030893,0.032357,,,0.00,0
19:15:36.885,Accelerometer,0.180658,-0.672981,9.722038,,,0.00,0
19:15:36.905,Gyroscope,0.023169,0.019574,0.029961,,,0.00,0
19:15:36.908,Accelerometer,-0.485145,-0.474975,9.974482,,,0.00,0
19:15:36.914,Gyroscope,0.019441,0.011452,0.033289,,,0.00,0
19:15:36.921,Accelerometer,-0.361914,-1.111466,9.551550,,,0.00,0
19:15:36.947,Gyroscope,0.027830,-0.009454,0.032491,,,0.00,0
19:15:36.950,Accelerometer,0.564706,-1.190429,10.519446,,,0.00,0
19:15:36.955,Gyroscope,0.023835,0.014381,0.031692,,,0.00,0
19:15:36.970,Accelerometer,-0.416351,-0.831506,10.075578,,,0.00,0
19:15:36.982,Gyroscope,0.026099,0.016512,0.032091,,,0.00,0
19:15:36.988,Accelerometer,-0.002393,-0.436092,9.140582,,,0.00,0
19:15:37.006,Gyroscope,0.019841,0.008123,0.028762,,,0.00,0
19:15:37.007,Accelerometer,0.227916,-0.565304,9.605389,,,0.00,0
19:15:37.022,Gyroscope,0.006525,0.028496,0.027564,,,0.00,0
19:15:37.023,Accelerometer,-0.079561,-0.708874,9.466604,,,0.00,0
19:15:37.048,Accelerometer,-0.298505,-0.710070,10.341780,,,0.00,0
19:15:37.052,Gyroscope,0.008123,0.018243,0.030759,,,0.00,0
19:15:37.064,Gyroscope,0.004927,0.022637,0.033689,,,0.00,0
19:15:37.066,Accelerometer,-0.083749,-0.914058,10.043873,,,0.00,0
19:15:37.082,Gyroscope,0.003862,0.013049,0.037151,,,0.00,0
19:15:37.084,Accelerometer,-0.704088,-0.598804,9.705887,,,0.00,0
19:15:37.099,Gyroscope,-0.000666,-0.000133,0.038216,,,0.00,0
19:15:37.105,Accelerometer,-0.279362,-0.608973,9.641280,,,0.00,0
19:15:37.120,Gyroscope,-0.007057,-0.008123,0.039814,,,0.00,0
19:15:37.122,Accelerometer,0.015553,-0.987638,9.728021,,,0.00,0
19:15:37.141,Accelerometer,-0.166899,-0.016750,9.805787,,,0.00,0
19:15:37.143,Gyroscope,-0.004128,0.005326,0.037684,,,0.00,0
19:15:37.165,Accelerometer,-0.250648,-0.999003,9.515657,,,0.00,0
19:15:37.167,Gyroscope,-0.009587,0.001065,0.035953,,,0.00,0
19:15:37.179,Gyroscope,0.003995,0.003595,0.036885,,,0.00,0
19:15:37.181,Accelerometer,0.324826,0.057428,10.784451,,,0.00,0
19:15:37.190,Gyroscope,-0.009055,0.027431,0.036219,,,0.00,0
19:15:37.206,Accelerometer,-0.233898,-0.865604,9.679565,,,0.00,0
19:15:37.215,Gyroscope,-0.004527,0.020639,0.039947,,,0.00,0
19:15:37.221,Accelerometer,-0.588036,0.215354,9.905687,,,0.00,0
19:15:37.231,Gyroscope,0.001065,0.019707,0.044075,,,0.00,0
19:15:37.247,Accelerometer,-0.186640,-0.211765,9.649057,,,0.00,0
19:15:37.248,Gyroscope,-0.000133,0.015979,0.047671,,,0.00,0
19:15:37.272,Accelerometer,-0.477368,-0.343968,9.658628,,,0.00,0
19:15:37.274,Gyroscope,0.004128,-0.007856,0.050067,,,0.00,0
19:15:37.281,Accelerometer,-0.773480,0.327817,9.991829,,,0.00,0
19:15:37.289,Gyroscope,0.001065,-0.000533,0.052597,,,0.00,0
19:15:37.305,Accelerometer,0.084347,-0.756132,9.700503,,,0.00,0
19:15:37.315,Gyroscope,0.011185,-0.004527,0.046472,,,0.00,0
19:15:37.331,Accelerometer,-0.233898,0.509073,9.920643,,,0.00,0
19:15:37.332,Gyroscope,0.003595,0.006924,0.043676,,,0.00,0
19:15:37.346,Accelerometer,-0.395414,-0.418744,9.237492,,,0.00,0
19:15:37.355,Gyroscope,0.005859,-0.003063,0.043276,,,0.00,0
19:15:37.363,Accelerometer,-0.005982,0.417548,10.231112,,,0.00,0
19:15:37.373,Gyroscope,0.008522,0.003995,0.043143,,,0.00,0
19:15:37.391,Accelerometer,-0.053839,0.162712,10.127622,,,0.00,0
19:15:37.393,Gyroscope,0.007989,0.018109,0.042078,,,0.00,0
19:15:37.406,Accelerometer,-0.488136,-0.175274,9.635299,,,0.00,0
19:15:37.414,Gyroscope,0.011984,-0.006125,0.046605,,,0.00,0
19:15:37.429,Accelerometer,-0.513260,0.151346,10.082756,,,0.00,0
19:15:37.430,Gyroscope,0.013982,-0.003196,0.047404,,,0.00,0
19:15:37.440,Accelerometer,-0.148355,-0.208774,9.767502,,,0.00,0
19:15:37.455,Gyroscope,0.012517,-0.002796,0.049135,,,0.00,0
19:15:37.472,Accelerometer,-0.375075,0.227318,9.512667,,,0.00,0
19:15:37.474,Gyroscope,0.017976,-0.014381,0.049268,,,0.00,0
19:15:37.489,Accelerometer,-0.400798,0.328415,10.089336,,,0.00,0
19:15:37.490,Gyroscope,0.015313,-0.012916,0.049801,,,0.00,0
19:15:37.506,Accelerometer,0.193220,-0.048455,9.489336,,,0.00,0
19:15:37.523,Gyroscope,0.015446,-0.003595,0.044608,,,0.00,0
19:15:37.529,Accelerometer,0.049053,0.384048,9.380463,,,0.00,0
19:15:37.531,Gyroscope,0.017444,-0.013582,0.041279,,,0.00,0
19:15:37.549,Accelerometer,-0.267398,0.337388,9.505488,,,0.00,0
19:15:37.555,Gyroscope,0.009321,0.008522,0.043010,,,0.00,0
19:15:37.564,Accelerometer,-0.143569,0.050249,10.057631,,,0.00,0
19:15:37.573,Gyroscope,0.012117,-0.001198,0.041412,,,0.00,0
19:15:37.590,Accelerometer,0.036491,0.477966,9.952348,,,0.00,0
19:15:37.595,Gyroscope,0.002663,0.019441,0.043676,,,0.00,0
19:15:37.603,Accelerometer,-0.468395,0.072981,9.409775,,,0.00,0
19:15:37.623,Gyroscope,0.014381,-0.013183,0.045673,,,0.00,0
19:15:37.629,Accelerometer,-0.638884,0.402592,9.756734,,,0.00,0
19:15:37.630,Gyroscope,0.002397,-0.017311,0.049934,,,0.00,0
19:15:37.651,Accelerometer,0.046062,-0.065803,9.368499,,,0.00,0
19:15:37.653,Gyroscope,-0.006924,-0.018376,0.049135,,,0.00,0
19:15:37.664,Accelerometer,-0.185444,0.477368,9.719048,,,0.00,0
19:15:37.671,Gyroscope,-0.002663,-0.015846,0.048736,,,0.00,0
19:15:37.682,Accelerometer,-0.295514,0.802194,9.265608,,,0.00,0
19:15:37.690,Gyroscope,-0.012650,0.004261,0.046872,,,0.00,0
19:15:37.705,Accelerometer,0.407976,0.262612,9.326026,,,0.00,0
19:15:37.718,Gyroscope,-0.004527,-0.007057,0.044075,,,0.00,0
19:15:37.727,Accelerometer,-0.086142,1.227518,10.062417,,,0.00,0
19:15:37.752,Gyroscope,-0.003329,0.005859,0.043942,,,0.00,0
19:15:37.755,Accelerometer,-0.009571,0.419940,9.929018,,,0.00,0
19:15:37.759,Gyroscope,-0.003329,0.005859,0.043942,,,0.00,0
19:15:37.764,Accelerometer,0.092722,1.026521,10.398011,,,0.00,0
19:15:37.771,Gyroscope,0.002663,0.004394,0.043809,,,0.00,0
19:15:37.780,Accelerometer,0.060419,0.278166,10.121041,,,0.00,0
19:15:37.789,Gyroscope,0.002397,0.032757,0.046339,,,0.00,0
19:15:37.806,Accelerometer,-0.400798,1.052842,10.052248,,,0.00,0
19:15:37.813,Gyroscope,0.011052,-0.014514,0.044608,,,0.00,0
19:15:37.821,Accelerometer,-0.245264,0.756132,9.934402,,,0.00,0
19:15:37.841,Gyroscope,0.016911,-0.005726,0.045540,,,0.00,0
19:15:37.845,Accelerometer,0.512662,0.376870,10.126426,,,0.00,0
19:15:37.857,Gyroscope,0.023968,-0.010519,0.035154,,,0.00,0
19:15:37.865,Accelerometer,-0.109472,1.230509,9.926026,,,0.00,0
19:15:37.870,Gyroscope,0.017177,0.005593,0.034887,,,0.00,0
19:15:37.879,Accelerometer,-0.376870,0.552144,9.254840,,,0.00,0
19:15:37.895,Gyroscope,0.021971,-0.017444,0.031292,,,0.00,0
19:15:37.906,Accelerometer,0.488136,1.068395,9.454042,,,0.00,0
19:15:37.912,Gyroscope,0.017311,-0.008123,0.028229,,,0.00,0
19:15:37.922,Accelerometer,0.135793,0.901496,9.273384,,,0.00,0
19:15:37.938,Gyroscope,0.013848,0.008522,0.024368,,,0.00,0
19:15:37.945,Accelerometer,0.131007,0.826720,9.427721,,,0.00,0
19:15:37.963,Gyroscope,0.014647,0.005060,0.026632,,,0.00,0
19:15:37.972,Accelerometer,-0.093320,1.202393,9.344570,,,0.00,0
19:15:37.978,Gyroscope,0.006125,0.023702,0.028229,,,0.00,0
19:15:37.980,Accelerometer,0.351147,0.610170,9.326625,,,0.00,0
19:15:37.997,Gyroscope,0.002796,0.002264,0.029028,,,0.00,0
19:15:38.003,Accelerometer,-0.632303,1.142573,9.730413,,,0.00,0
19:15:38.023,Gyroscope,0.002929,-0.015579,0.035420,,,0.00,0
19:15:38.033,Accelerometer,-0.257827,0.631107,9.518050,,,0.00,0
19:15:38.034,Gyroscope,-0.000932,-0.015313,0.037417,,,0.00,0
19:15:38.045,Accelerometer,0.340379,0.873380,10.450653,,,0.00,0
19:15:38.057,Gyroscope,0.004794,-0.008123,0.034222,,,0.00,0
19:15:38.071,Accelerometer,0.061017,0.811765,9.961321,,,0.00,0
19:15:38.072,Gyroscope,0.004794,0.003196,0.029162,,,0.00,0
19:15:38.080,Accelerometer,0.169292,0.831506,9.519247,,,0.00,0
19:15:38.096,Gyroscope,0.003196,0.001465,0.027963,,,0.00,0
19:15:38.103,Accelerometer,0.334995,1.295713,10.008579,,,0.00,0
19:15:38.114,Gyroscope,-0.001731,0.005193,0.024235,,,0.00,0
19:15:38.122,Accelerometer,0.447458,0.487538,10.229915,,,0.00,0
19:15:38.130,Gyroscope,0.000000,0.026765,0.025167,,,0.00,0
19:15:38.145,Accelerometer,-0.480957,1.370489,10.025329,,,0.00,0
19:15:38.163,Gyroscope,0.004527,0.023702,0.028363,,,0.00,0
19:15:38.171,Accelerometer,-0.213559,0.244666,9.837492,,,0.00,0
19:15:38.174,Gyroscope,0.014514,0.004128,0.032091,,,0.00,0
19:15:38.180,Accelerometer,0.200399,0.750150,9.678967,,,0.00,0
19:15:38.195,Gyroscope,0.021971,0.015579,0.031026,,,0.00,0
19:15:38.204,Accelerometer,0.366102,0.992423,9.784252,,,0.00,0
19:15:38.213,Gyroscope,0.025034,0.016245,0.029295,,,0.00,0
19:15:38.230,Accelerometer,-0.095713,0.609572,9.623335,,,0.00,0
19:15:38.232,Gyroscope,0.021438,0.001332,0.030227,,,0.00,0
19:15:38.245,Accelerometer,-0.015553,1.287937,9.768699,,,0.00,0
19:15:38.246,Gyroscope,0.018908,-0.001598,0.025433,,,0.00,0
19:15:38.254,Accelerometer,0.230309,0.692124,9.482158,,,0.00,0
19:15:38.271,Gyroscope,0.013316,0.007856,0.022371,,,0.00,0
19:15:38.278,Accelerometer,-0.218345,1.052244,9.448060,,,0.00,0
19:15:38.298,Gyroscope,0.010653,0.006258,0.021438,,,0.00,0
19:15:38.304,Accelerometer,0.125025,1.055833,9.845269,,,0.00,0
19:15:38.311,Gyroscope,-0.001864,0.013316,0.018509,,,0.00,0
19:15:38.321,Accelerometer,0.146560,0.830908,9.542577,,,0.00,0
19:15:38.330,Gyroscope,-0.002929,0.023835,0.020773,,,0.00,0
19:15:38.345,Accelerometer,0.174078,0.935594,9.559925,,,0.00,0
19:15:38.345,Gyroscope,-0.002264,-0.000932,0.023036,,,0.00,0
19:15:38.372,Accelerometer,-0.534796,1.138385,9.354142,,,0.00,0
19:15:38.373,Gyroscope,-0.007856,-0.008389,0.026765,,,0.00,0
19:15:38.379,Accelerometer,-0.120239,0.788435,9.179466,,,0.00,0
19:15:38.387,Gyroscope,-0.008788,-0.020506,0.028895,,,0.00,0
19:15:38.413,Accelerometer,0.348156,1.263410,9.851849,,,0.00,0
19:15:38.414,Gyroscope,-0.018109,0.000133,0.024368,,,0.00,0
19:15:38.430,Accelerometer,-0.206381,0.834497,9.888938,,,0.00,0
19:15:38.430,Gyroscope,-0.012916,-0.013049,0.022903,,,0.00,0
19:15:38.446,Accelerometer,0.219541,0.619143,9.738190,,,0.00,0
19:15:38.447,Gyroscope,-0.013183,-0.005326,0.019308,,,0.00,0
19:15:38.472,Accelerometer,0.738784,1.408176,9.346365,,,0.00,0
19:15:38.473,Gyroscope,-0.020506,0.013049,0.016778,,,0.00,0
19:15:38.479,Accelerometer,0.310469,0.532403,9.778270,,,0.00,0
19:15:38.487,Gyroscope,-0.009721,0.007191,0.013049,,,0.00,0
19:15:38.504,Accelerometer,0.027517,0.849452,10.825130,,,0.00,0
19:15:38.510,Gyroscope,-0.010386,0.025833,0.016245,,,0.00,0
19:15:38.521,Accelerometer,0.235095,0.850648,9.856635,,,0.00,0
19:15:38.528,Gyroscope,-0.002663,0.020240,0.020240,,,0.00,0
19:15:38.546,Accelerometer,0.269193,0.415155,9.133404,,,0.00,0
19:15:38.547,Gyroscope,-0.007590,0.028496,0.016512,,,0.00,0
19:15:38.563,Accelerometer,0.090329,1.645664,9.679565,,,0.00,0
19:15:38.579,Gyroscope,-0.009188,0.011185,0.019175,,,0.00,0
19:15:38.580,Accelerometer,-0.021535,0.458824,9.228518,,,0.00,0
19:15:38.587,Gyroscope,-0.004794,-0.019841,0.017710,,,0.00,0
19:15:38.614,Accelerometer,0.313460,0.893719,10.086346,,,0.00,0
19:15:38.615,Gyroscope,-0.005593,0.009987,0.014381,,,0.00,0
19:15:38.620,Accelerometer,-0.075972,1.213759,9.474979,,,0.00,0
19:15:38.629,Gyroscope,-0.002929,0.011718,0.012384,,,0.00,0
19:15:38.644,Accelerometer,-0.226122,0.184846,8.997013,,,0.00,0
19:15:38.645,Gyroscope,-0.000799,-0.018642,0.013449,,,0.00,0
19:15:38.670,Accelerometer,0.417548,1.244268,9.821939,,,0.00,0
19:15:38.680,Gyroscope,-0.004128,0.003862,0.010519,,,0.00,0
19:15:38.687,Accelerometer,0.331406,0.792024,9.806385,,,0.00,0
19:15:38.690,Gyroscope,-0.007457,0.007191,0.009721,,,0.00,0
19:15:38.711,Accelerometer,-0.112463,0.993620,9.901500,,,0.00,0
19:15:38.712,Gyroscope,0.000399,-0.007057,0.014914,,,0.00,0
19:15:38.720,Accelerometer,0.163310,0.844068,10.052248,,,0.00,0
19:15:38.731,Gyroscope,0.008922,0.005060,0.016512,,,0.00,0
19:15:38.745,Accelerometer,0.081356,0.917647,9.748360,,,0.00,0
19:15:38.746,Gyroscope,0.000399,0.014781,0.015446,,,0.00,0
19:15:38.770,Accelerometer,0.313460,0.450449,9.687343,,,0.00,0
19:15:38.771,Gyroscope,0.005859,-0.017177,0.016778,,,0.00,0
19:15:38.779,Accelerometer,0.057428,1.394417,10.651052,,,0.00,0
19:15:38.787,Gyroscope,0.009987,0.012783,0.015846,,,0.00,0
19:15:38.805,Accelerometer,0.271585,0.354736,9.847662,,,0.00,0
19:15:38.810,Gyroscope,0.021305,0.004394,0.012650,,,0.00,0
19:15:38.819,Accelerometer,0.452842,1.034298,9.715458,,,0.00,0
19:15:38.829,Gyroscope,0.016645,0.022770,0.007057,,,0.00,0
19:15:38.843,Accelerometer,-0.104686,1.360918,8.902496,,,0.00,0
19:15:38.845,Gyroscope,0.006791,-0.009987,0.008788,,,0.00,0
19:15:38.861,Accelerometer,0.161516,0.873380,9.431909,,,0.00,0
19:15:38.870,Gyroscope,0.003196,0.011585,0.008522,,,0.00,0
19:15:38.886,Accelerometer,0.310469,0.769891,10.398609,,,0.00,0
19:15:38.887,Gyroscope,0.014781,0.011052,0.006525,,,0.00,0
19:15:38.902,Accelerometer,0.444467,0.934995,9.929018,,,0.00,0
19:15:38.915,Gyroscope,0.007191,0.023169,0.005992,,,0.00,0
19:15:38.928,Accelerometer,0.049651,0.543171,9.217752,,,0.00,0
19:15:38.929,Gyroscope,0.010120,0.006525,0.009454,,,0.00,0
19:15:38.943,Accelerometer,0.479761,1.259223,9.349357,,,0.00,0
19:15:38.945,Gyroscope,-0.001065,0.012384,0.005726,,,0.00,0
19:15:38.962,Accelerometer,0.423530,0.927817,9.201001,,,0.00,0
19:15:38.969,Gyroscope,-0.008389,-0.012916,0.007057,,,0.00,0
19:15:38.986,Accelerometer,0.241077,1.059422,10.051650,,,0.00,0
19:15:38.987,Gyroscope,-0.006924,0.017710,0.003862,,,0.00,0
19:15:39.003,Accelerometer,0.117248,0.774078,9.342776,,,0.00,0
19:15:39.010,Gyroscope,-0.004661,-0.009321,0.003462,,,0.00,0
19:15:39.020,Accelerometer,0.349950,1.159323,9.053245,,,0.00,0
19:15:39.030,Gyroscope,-0.012517,0.003995,-0.001731,,,0.00,0
19:15:39.044,Accelerometer,0.884148,0.743570,9.158528,,,0.00,0
19:15:39.053,Gyroscope,-0.026632,0.015579,-0.007324,,,0.00,0
19:15:39.062,Accelerometer,0.069990,1.070788,9.809975,,,0.00,0
19:15:39.069,Gyroscope,-0.027830,0.008123,-0.004527,,,0.00,0
19:15:39.085,Accelerometer,0.221934,0.991825,10.231112,,,0.00,0
19:15:39.086,Gyroscope,-0.022637,0.008389,-0.006258,,,0.00,0
19:15:39.113,Accelerometer,0.352343,0.436690,9.814760,,,0.00,0
19:15:39.114,Gyroscope,-0.010786,0.002663,-0.005593,,,0.00,0
19:15:39.120,Accelerometer,-0.032303,1.195813,9.673584,,,0.00,0
19:15:39.128,Gyroscope,-0.014248,0.001065,-0.005060,,,0.00,0
19:15:39.145,Accelerometer,0.037687,0.624527,9.222537,,,0.00,0
19:15:39.146,Gyroscope,-0.020107,-0.013582,-0.002663,,,0.00,0
19:15:39.161,Accelerometer,0.912862,0.917049,10.391431,,,0.00,0
19:15:39.170,Gyroscope,-0.011718,-0.016245,-0.008389,,,0.00,0
19:15:39.184,Accelerometer,0.820738,0.022732,10.984851,,,0.00,0
19:15:39.186,Gyroscope,0.006525,0.011052,-0.010919,,,0.00,0
19:15:39.211,Accelerometer,0.186042,1.803590,10.006784,,,0.00,0
19:15:39.213,Gyroscope,0.012117,0.040613,-0.020373,,,0.00,0
19:15:39.219,Accelerometer,-0.178265,0.485145,7.581060,,,0.00,0
19:15:39.229,Gyroscope,-0.012251,-0.033289,0.000799,,,0.00,0
19:15:39.252,Accelerometer,1.357927,0.902094,10.725229,,,0.00,0
19:15:39.254,Gyroscope,-0.008522,0.024501,-0.013449,,,0.00,0
19:15:39.269,Accelerometer,-0.124427,0.789631,10.510473,,,0.00,0
19:15:39.271,Gyroscope,0.018775,0.016911,-0.012916,,,0.00,0
19:15:39.285,Accelerometer,0.061017,0.373879,9.865009,,,0.00,0
19:15:39.286,Gyroscope,0.009188,-0.012517,-0.003329,,,0.00,0
19:15:39.303,Accelerometer,0.906880,1.056431,9.930214,,,0.00,0
19:15:39.305,Gyroscope,0.028229,0.021039,-0.006924,,,0.00,0
19:15:39.325,Accelerometer,0.116052,0.944567,9.226126,,,0.00,0
19:15:39.326,Gyroscope,0.020107,-0.005060,-0.005060,,,0.00,0
19:15:39.352,Gyroscope,0.021705,0.005726,-0.010120,,,0.00,0
19:15:39.353,Accelerometer,0.197408,0.818345,10.007382,,,0.00,0
19:15:39.361,Accelerometer,0.487538,0.711865,10.590034,,,0.00,0
19:15:39.378,Gyroscope,0.033556,-0.013982,-0.008256,,,0.00,0
19:15:39.386,Accelerometer,0.451645,0.811167,9.953544,,,0.00,0
19:15:39.386,Gyroscope,0.033689,0.008256,-0.014647,,,0.00,0
19:15:39.412,Accelerometer,0.298505,1.091127,9.656236,,,0.00,0
19:15:39.418,Gyroscope,0.027697,-0.004394,-0.014248,,,0.00,0
19:15:39.419,Accelerometer,0.433101,0.730409,9.058030,,,0.00,0
19:15:39.426,Gyroscope,0.023569,-0.013982,-0.011585,,,0.00,0
19:15:39.445,Accelerometer,0.824926,0.725025,9.722038,,,0.00,0
19:15:39.451,Gyroscope,0.017177,0.015446,-0.011185,,,0.00,0
19:15:39.459,Accelerometer,0.759123,1.959123,10.341780,,,0.00,0
19:15:39.469,Gyroscope,0.008922,0.036618,-0.023036,,,0.00,0
19:15:39.483,Accelerometer,-0.315853,0.171087,8.897113,,,0.00,0
19:15:39.486,Gyroscope,0.012916,-0.011718,-0.011452,,,0.00,0
19:15:39.502,Accelerometer,0.248854,1.308276,9.685548,,,0.00,0
19:15:39.510,Gyroscope,0.019175,-0.021572,-0.017044,,,0.00,0
19:15:39.519,Accelerometer,0.435494,0.726820,9.861421,,,0.00,0
19:15:39.527,Gyroscope,0.005726,-0.002264,-0.016645,,,0.00,0
19:15:39.544,Accelerometer,-0.005384,1.050449,9.525827,,,0.00,0
19:15:39.551,Gyroscope,0.003329,0.003329,-0.019574,,,0.00,0
19:15:39.561,Accelerometer,0.418744,1.322034,9.941580,,,0.00,0
19:15:39.569,Gyroscope,-0.002929,0.008522,-0.012650,,,0.00,0
19:15:39.584,Accelerometer,0.470190,0.474377,9.144172,,,0.00,0
19:15:39.587,Gyroscope,-0.005992,-0.024102,-0.017177,,,0.00,0
19:15:39.602,Accelerometer,0.970888,1.332204,9.598209,,,0.00,0
19:15:39.634,Gyroscope,-0.025300,0.023303,-0.021305,,,0.00,0
19:15:39.645,Accelerometer,0.303888,1.172483,10.095917,,,0.00,0
19:15:39.648,Gyroscope,-0.021705,0.019042,-0.013049,,,0.00,0
19:15:39.649,Accelerometer,0.303888,1.172483,10.095917,,,0.00,0
19:15:39.651,Gyroscope,-0.021705,0.019042,-0.013049,,,0.00,0
19:15:39.660,Accelerometer,0.325424,0.645464,10.116854,,,0.00,0
19:15:39.669,Gyroscope,-0.017444,0.028895,-0.010786,,,0.00,0
19:15:39.684,Accelerometer,-0.132802,0.751346,9.511470,,,0.00,0
19:15:39.686,Gyroscope,-0.010919,-0.006791,-0.005326,,,0.00,0
19:15:39.713,Accelerometer,0.166899,0.791426,9.410374,,,0.00,0
19:15:39.714,Gyroscope,-0.014647,-0.001198,-0.002530,,,0.00,0
19:15:39.727,Accelerometer,0.145364,0.909871,9.620343,,,0.00,0
19:15:39.728,Gyroscope,-0.023702,-0.000399,-0.002530,,,0.00,0
