time,seconds_elapsed,z,y,x
1771681478201634000,0.115634033203125,0,0,0
1771681478222349800,0.136349853515625,-0.06302642822265625,0.4130798578262329,0.009802758693695068
1771681478232707600,0.14670751953125,-0.1945629119873047,-0.40505272150039673,-0.11401110887527466
1771681478243065600,0.157065673828125,0.40326595306396484,0.1704963594675064,-0.10085982084274292
1771681478253423400,0.16742333984375,-0.01300048828125,0.9828452467918396,0.0680350661277771
1771681478263781400,0.177781494140625,0.14660167694091797,-0.7315025329589844,0.16788846254348755
1771681478284497200,0.1984970703125,0.2940502166748047,0.15090787410736084,-0.03337752819061279
1771681478294855000,0.20885498046875,0.07932281494140625,-0.28554046154022217,0.3000964820384979
1771681478325928700,0.2399287109375,0.16673564910888672,-0.23603111505508423,-0.46640509366989136
1771681478336286700,0.25028662109375,0.4413890838623047,0.002996504306793213,-0.06382530927658081
1771681478346644500,0.26064453125,-0.2536172866821289,0.27024245262145996,0.12857896089553833
1771681478357002500,0.27100244140625,0.4082298278808594,0.8006295561790466,0.19276192784309387
1771681478367360300,0.2813603515625,-0.42206287384033203,-1.896163821220398,0.21771055459976196
1771681478377718300,0.29171826171875,0.1776409149169922,1.6502383947372437,-0.3391735553741455
1771681478388076000,0.302075927734375,0.35416316986083984,-1.1830912828445435,-0.14705494046211243
1771681478398434000,0.31243408203125,-0.46141529083251953,0.7225082516670227,-0.17898710072040558
1771681478408791800,0.322791748046875,0.5131187438964844,-0.6032713055610657,0.09144547581672668
1771681478419149800,0.33314990234375,0.07184696197509766,-0.013832062482833862,-0.16027581691741943
1771681478429507600,0.343507568359375,-0.7758617401123047,-0.253000408411026,0.2040761411190033
1771681478439865600,0.353865478515625,0.11412715911865234,-0.3185408115386963,0.2018088400363922
1771681478450223400,0.364223388671875,-0.42104625701904297,0.5051516890525818,-0.22262269258499146
1771681478460581400,0.374581298828125,-0.37261295318603516,-1.0562119483947754,-0.012055128812789917
1771681478470939100,0.384939208984375,-0.24355602264404297,1.2588030099868774,-0.3281725347042084
1771681478481297200,0.395297119140625,0.11359786987304688,0.28157469630241394,-0.01750907301902771
1771681478491655000,0.405655029296875,-0.4216146469116211,-0.16275453567504883,-0.04169374704360962
1771681478502013000,0.416012939453125,-0.3658714294433594,-0.757307767868042,0.14616361260414124
1771681478512370700,0.42637060546875,-0.0853872299194336,0.9384827017784119,0.22568738460540771
1771681478522728700,0.436728759765625,0.02861309051513672,-0.04878431558609009,-0.28564056754112244
1771681478533086500,0.44708642578125,-0.5893659591674805,-0.3476349413394928,-0.1789012998342514
1771681478543444500,0.457444580078125,-0.30023193359375,-0.06882639974355698,-0.14018860459327698
1771681478553802200,0.46780224609375,-0.25436878204345703,-0.03770551085472107,0.3432278633117676
1771681478564160300,0.47816015625,0.038887977600097656,0.4164639115333557,0.3304705023765564
1771681478574518000,0.48851806640625,-0.0063228607177734375,-0.04226154088973999,-0.026860147714614868
1771681478584876000,0.4988759765625,-0.7073917388916016,-0.001881927251815796,-0.19026128947734833
1771681478595233800,0.50923388671875,-0.029374122619628906,0.22146201133728027,0.286462664604187
1771681478605591800,0.519591796875,-0.23390579223632812,0.25106337666511536,0.24574607610702515
1771681478615949800,0.52994970703125,0.3157968521118164,-0.2335483431816101,0.049099355936050415
1771681478626307600,0.5403076171875,-0.780181884765625,-0.16219918429851532,0.023373305797576904
1771681478636665600,0.55066552734375,0.21261215209960938,-0.19598132371902466,0.19248813390731812
1771681478647023400,0.5610234375,-0.243499755859375,1.003794550895691,0.056148260831832886
1771681478657381400,0.57138134765625,-0.0509185791015625,-0.7399811744689941,0.08275291323661804
1771681478667739100,0.5817392578125,-0.026375770568847656,0.49332743883132935,0.05930548906326294
1771681478678097200,0.59209716796875,-0.10782241821289062,-0.460330069065094,0.4028783142566681
1771681478688455000,0.602454833984375,0.5504865646362305,0.6179702281951904,-0.30448824167251587
1771681478698813000,0.61281298828125,-1.0453729629516602,-0.12984879314899445,0.2634366750717163
1771681478709170700,0.623170654296875,0.8491859436035156,-0.21393363177776337,-0.02141094207763672
1771681478719528700,0.63352880859375,-0.2020730972290039,0.06744877994060516,0.34381812810897827
1771681478729886500,0.643886474609375,0.8883628845214844,-0.32550808787345886,0.20846432447433472
