version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-A236E,1771681126225,2026-02-21_13-38-46,Asia/Kolkata,android,1.53.0,4914e362-85d0-479e-a8e6-f5f8a41aa0aa,Accelerometer|Gyroscope|Location|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|0||10|10|10,false,34
